Format Version,1.22,Take Name,ReferenceReflector8_3,Capture Frame Rate,360,Export Frame Rate,360,Capture Start Time,2018-08-03 08.34.32.725 AM,Total Frames in Take,5545,Total Exported Frames,5545,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,10.094444,0.181271,-0.108518,0.066306,-0.975176,2.920331,0.089867,-1.116582,0,3.003298,0.090677,-0.998173,0.800248,2.835766,0.115765,-1.108325,0.778648,2.928719,0.084243,-1.125775,0.827367,2.913541,0.068782,-1.234056,0.751421,3.003298,0.090677,-0.998173,2.835766,0.115765,-1.108325,2.928719,0.084243,-1.125775,2.913541,0.068782,-1.234056,-1.186361,0.001895,-11.890778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377134,0.003005,-12.13336,,,,,,,2.921518,0.092184,-1.128105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,10.097222,0.18006,-0.107462,0.063781,-0.975686,2.920488,0.089924,-1.11658,0,3.003283,0.090808,-0.99805,0.800248,2.83578,0.115366,-1.108366,0.778648,2.928917,0.084371,-1.125777,0.827367,2.913972,0.069153,-1.234124,0.751421,3.003283,0.090808,-0.99805,2.83578,0.115366,-1.108366,2.928917,0.084371,-1.125777,2.913972,0.069153,-1.234124,-1.186367,0.001901,-11.890795,,,,,,,-1.496421,0.009925,-11.886385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373467,0.00353,-12.13263,,,,,,,2.92146,0.092245,-1.128046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,10.1,0.176607,-0.106575,0.061875,-0.976536,2.920599,0.090128,-1.116592,0,3.003194,0.090422,-0.99792,0.800248,2.835791,0.11522,-1.108334,0.778648,2.929062,0.084671,-1.125816,0.827367,2.914348,0.070197,-1.234297,0.751421,3.003194,0.090422,-0.99792,2.835791,0.11522,-1.108334,2.929062,0.084671,-1.125816,2.914348,0.070197,-1.234297,-1.186017,0.001792,-11.890525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373419,0.005155,-12.132822,,,,,,,2.921462,0.092153,-1.128176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,10.102778,0.176639,-0.106729,0.061915,-0.976511,2.920581,0.090118,-1.116589,0,3.003211,0.090409,-0.997942,0.800248,2.835779,0.115222,-1.108308,0.778648,2.929041,0.08466,-1.125815,0.827367,2.914293,0.070182,-1.23429,0.751421,3.003211,0.090409,-0.997942,2.835779,0.115222,-1.108308,2.929041,0.08466,-1.125815,2.914293,0.070182,-1.23429,-1.186007,0.001717,-11.890499,,,,,,,-1.496406,0.009894,-11.88631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37345,0.003431,-12.132677,,,,,,,2.921489,0.092155,-1.128132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,10.105556,0.178279,-0.108987,0.064626,-0.975788,2.920609,0.089631,-1.11669,0,3.003692,0.089884,-0.99836,0.800248,2.835987,0.115261,-1.108182,0.778648,2.929002,0.084089,-1.125928,0.827367,2.913755,0.069291,-1.234291,0.751421,3.003692,0.089884,-0.99836,2.835987,0.115261,-1.108182,2.929002,0.084089,-1.125928,2.913755,0.069291,-1.234291,-1.185997,0.001736,-11.890571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373397,0.00515,-12.13276,,,,,,,2.921428,0.092219,-1.128074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,10.108333,0.179194,-0.107752,0.064042,-0.975796,2.920393,0.089824,-1.116689,0,3.003228,0.09044,-0.998187,0.800248,2.835708,0.115318,-1.108404,0.778648,2.928815,0.08428,-1.1259,0.827367,2.913821,0.069258,-1.234267,0.751421,3.003228,0.09044,-0.998187,2.835708,0.115318,-1.108404,2.928815,0.08428,-1.1259,2.913821,0.069258,-1.234267,,,,,,,,,,-1.496398,0.009886,-11.886365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373405,0.005109,-12.132804,,,,,,,2.921486,0.092175,-1.128084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,10.111111,0.178096,-0.10746,0.062803,-0.97611,2.920503,0.090072,-1.116582,0,3.003298,0.090585,-0.998051,0.800248,2.835756,0.115348,-1.108262,0.778648,2.928941,0.08457,-1.125804,0.827367,2.914018,0.069783,-1.234213,0.751421,3.003298,0.090585,-0.998051,2.835756,0.115348,-1.108262,2.928941,0.08457,-1.125804,2.914018,0.069783,-1.234213,-1.185982,0.001755,-11.890531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377779,-0.000218,-12.130606,,,,,,,2.921467,0.092198,-1.128138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,10.113889,0.176513,-0.106788,0.062026,-0.976521,2.920663,0.090167,-1.116585,0,3.0033,0.090409,-0.997943,0.800248,2.835868,0.115291,-1.108294,0.778648,2.929121,0.084708,-1.125814,0.827367,2.914363,0.070259,-1.234291,0.751421,3.0033,0.090409,-0.997943,2.835868,0.115291,-1.108294,2.929121,0.084708,-1.125814,2.914363,0.070259,-1.234291,-1.186001,0.001761,-11.890512,,,,,,,-1.496415,0.009891,-11.886437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.371667,0.009344,-12.133526,,,,,,,2.921478,0.092145,-1.128091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,10.116667,0.173599,-0.107322,0.061448,-0.977021,2.920862,0.090074,-1.116757,0,3.003592,0.089629,-0.99818,0.800248,2.836065,0.115116,-1.108247,0.778648,2.929315,0.084675,-1.126025,0.827367,2.914478,0.070878,-1.234576,0.751421,3.003592,0.089629,-0.99818,2.836065,0.115116,-1.108247,2.929315,0.084675,-1.126025,2.914478,0.070878,-1.234576,-1.185952,0.002029,-11.891185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373393,0.005284,-12.132751,,,,,,,2.921469,0.092178,-1.128085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,10.119444,0.174809,-0.106165,0.060446,-0.976994,2.920644,0.090165,-1.116688,0,3.003165,0.090209,-0.997965,0.800248,2.835766,0.115004,-1.108385,0.778648,2.929127,0.084766,-1.125929,0.827367,2.914517,0.070681,-1.234474,0.751421,3.003165,0.090209,-0.997965,2.835766,0.115004,-1.108385,2.929127,0.084766,-1.125929,2.914517,0.070681,-1.234474,-1.186327,0.00186,-11.890829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377166,0.003052,-12.133424,,,,,,,2.921422,0.092016,-1.12814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,10.122222,0.17372,-0.107394,0.060063,-0.977078,2.920919,0.090026,-1.116788,0,3.003723,0.089795,-0.998262,0.800248,2.836058,0.114837,-1.108222,0.778648,2.92938,0.084651,-1.126061,0.827367,2.914513,0.070823,-1.234605,0.751421,3.003723,0.089795,-0.998262,2.836058,0.114837,-1.108222,2.92938,0.084651,-1.126061,2.914513,0.070823,-1.234605,-1.18601,0.001706,-11.890525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373445,0.005152,-12.13281,,,,,,,2.921473,0.092094,-1.128147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,10.125,0.175341,-0.108071,0.061476,-0.976625,2.920775,0.089929,-1.116648,0,3.003712,0.089894,-0.998215,0.800248,2.835992,0.114999,-1.108076,0.778648,2.929212,0.084497,-1.125912,0.827367,2.914185,0.070325,-1.234389,0.751421,3.003712,0.089894,-0.998215,2.835992,0.114999,-1.108076,2.929212,0.084497,-1.125912,2.914185,0.070325,-1.234389,-1.186314,0.001862,-11.890833,,,,,,,-1.493835,0.013209,-11.886815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377148,0.003,-12.133376,,,,,,,2.921465,0.092121,-1.128104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,10.127778,0.176498,-0.106657,0.061952,-0.976542,2.920624,0.090291,-1.116566,0,3.003232,0.090544,-0.997904,0.800248,2.835822,0.115399,-1.108293,0.778648,2.929085,0.084834,-1.125792,0.827367,2.914355,0.070387,-1.234274,0.751421,3.003232,0.090544,-0.997904,2.835822,0.115399,-1.108293,2.929085,0.084834,-1.125792,2.914355,0.070387,-1.234274,-1.186005,0.001791,-11.8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373386,0.005177,-12.132742,,,,,,,2.921474,0.092165,-1.128127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,10.130556,0.176676,-0.106727,0.061427,-0.976536,2.92065,0.09032,-1.116568,0,3.0033,0.090686,-0.997935,0.800248,2.835825,0.115342,-1.108272,0.778648,2.929114,0.08487,-1.125796,0.827367,2.914362,0.070382,-1.234269,0.751421,3.0033,0.090686,-0.997935,2.835825,0.115342,-1.108272,2.929114,0.08487,-1.125796,2.914362,0.070382,-1.234269,-1.186379,0.001853,-11.890816,,,,,,,-1.496423,0.009882,-11.886354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373391,0.005232,-12.132751,,,,,,,2.921529,0.092167,-1.128072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,10.133333,0.174805,-0.10602,0.060265,-0.977022,2.920657,0.090278,-1.116682,0,3.003152,0.090351,-0.99794,0.800248,2.835767,0.115082,-1.108397,0.778648,2.929145,0.084884,-1.12592,0.827367,2.914565,0.070797,-1.23447,0.751421,3.003152,0.090351,-0.99794,2.835767,0.115082,-1.108397,2.929145,0.084884,-1.12592,2.914565,0.070797,-1.23447,-1.186085,0.001873,-11.890487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377093,0.003093,-12.133442,,,,,,,2.921453,0.092176,-1.128087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,10.136111,0.174801,-0.107499,0.061862,-0.976761,2.920822,0.089983,-1.116625,0,3.0036,0.089782,-0.99808,0.800248,2.836044,0.115101,-1.108143,0.778648,2.929268,0.084555,-1.125882,0.827367,2.914377,0.070496,-1.234393,0.751421,3.0036,0.089782,-0.99808,2.836044,0.115101,-1.108143,2.929268,0.084555,-1.125882,2.914377,0.070496,-1.234393,-1.186062,0.001881,-11.890529,,,,,,,-1.496438,0.009907,-11.88642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377131,0.003117,-12.133396,,,,,,,2.921496,0.09212,-1.12806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,10.138889,0.177043,-0.106552,0.062409,-0.976426,2.920617,0.090287,-1.116553,0,3.003194,0.090622,-0.997869,0.800248,2.835832,0.115469,-1.108334,0.778648,2.929077,0.084813,-1.12577,0.827367,2.914366,0.070244,-1.234238,0.751421,3.003194,0.090622,-0.997869,2.835832,0.115469,-1.108334,2.929077,0.084813,-1.12577,2.914366,0.070244,-1.234238,-1.186056,0.001844,-11.8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377193,0.003037,-12.133395,,,,,,,2.921506,0.092205,-1.128122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,10.141667,0.180302,-0.10815,0.06494,-0.975488,2.920389,0.089984,-1.116593,0,3.003304,0.090745,-0.998147,0.800248,2.835752,0.115641,-1.108313,0.778648,2.928795,0.084403,-1.125795,0.827367,2.913704,0.069145,-1.234116,0.751421,3.003304,0.090745,-0.998147,2.835752,0.115641,-1.108313,2.928795,0.084403,-1.125795,2.913704,0.069145,-1.234116,-1.186365,0.001994,-11.89078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377177,0.003105,-12.133393,,,,,,,2.92153,0.092188,-1.128097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,10.144444,0.179587,-0.106864,0.061621,-0.975977,2.920514,0.089639,-1.116716,0,3.003243,0.090716,-0.998143,0.800248,2.835691,0.114699,-1.10851,0.778648,2.928972,0.084135,-1.125918,0.827367,2.914148,0.069005,-1.234294,0.751421,3.003243,0.090716,-0.998143,2.835691,0.114699,-1.10851,2.928972,0.084135,-1.125918,2.914148,0.069005,-1.234294,-1.18635,0.001977,-11.890819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377153,0.003062,-12.133405,,,,,,,2.921503,0.092234,-1.128122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,10.147222,0.175315,-0.10613,0.060934,-0.976877,2.920673,0.090271,-1.116714,0,3.003176,0.09038,-0.997979,0.800248,2.835815,0.115191,-1.108452,0.778648,2.929153,0.084855,-1.125947,0.827367,2.914548,0.070658,-1.234479,0.751421,3.003176,0.09038,-0.997979,2.835815,0.115191,-1.108452,2.929153,0.084855,-1.125947,2.914548,0.070658,-1.234479,-1.186334,0.001933,-11.890779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377196,0.003012,-12.133358,,,,,,,2.921499,0.092188,-1.128157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,10.15,0.176713,-0.106518,0.061907,-0.976521,2.920639,0.09018,-1.116615,0,3.003221,0.090499,-0.997935,0.800248,2.835831,0.115276,-1.108372,0.778648,2.929103,0.08472,-1.125837,0.827367,2.9144,0.070223,-1.234316,0.751421,3.003221,0.090499,-0.997935,2.835831,0.115276,-1.108372,2.929103,0.08472,-1.125837,2.9144,0.070223,-1.234316,-1.186031,0.001873,-11.890529,,,,,,,-1.496414,0.009931,-11.886374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373415,0.005217,-12.13279,,,,,,,2.921458,0.09221,-1.128071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,10.152778,0.177353,-0.106984,0.063062,-0.976281,2.920513,0.090131,-1.116604,0,3.003171,0.09044,-0.997977,0.800248,2.835769,0.115436,-1.108346,0.778648,2.928959,0.084638,-1.125823,0.827367,2.914154,0.07001,-1.234271,0.751421,3.003171,0.09044,-0.997977,2.835769,0.115436,-1.108346,2.928959,0.084638,-1.125823,2.914154,0.07001,-1.234271,-1.193365,0.013986,-11.896005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377145,0.003097,-12.133408,,,,,,,2.921489,0.092212,-1.128127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,10.155556,0.177121,-0.107135,0.063474,-0.976279,2.920546,0.090054,-1.116633,0,3.003219,0.090242,-0.998016,0.800248,2.835825,0.115433,-1.108355,0.778648,2.928986,0.084557,-1.125856,0.827367,2.914154,0.069983,-1.234307,0.751421,3.003219,0.090242,-0.998016,2.835825,0.115433,-1.108355,2.928986,0.084557,-1.125856,2.914154,0.069983,-1.234307,-1.186009,0.001831,-11.890512,,,,,,,-1.496425,0.009866,-11.886322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373407,0.00526,-12.132786,,,,,,,2.921505,0.092163,-1.128131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,10.158333,0.177246,-0.10872,0.064365,-0.976023,2.92061,0.089785,-1.116603,0,3.003621,0.08982,-0.998221,0.800248,2.835972,0.115362,-1.108092,0.778648,2.929011,0.084265,-1.125847,0.827367,2.913837,0.069691,-1.234251,0.751421,3.003621,0.08982,-0.998221,2.835972,0.115362,-1.108092,2.929011,0.084265,-1.125847,2.913837,0.069691,-1.234251,-1.187292,0.000041,-11.890597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373449,0.005149,-12.132788,,,,,,,2.921522,0.092085,-1.128118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,10.161111,0.177506,-0.106731,0.063159,-0.976274,2.920623,0.090171,-1.11656,0,3.003221,0.090517,-0.99789,0.800248,2.835876,0.115485,-1.108353,0.778648,2.929073,0.084675,-1.125772,0.827367,2.914322,0.070009,-1.234222,0.751421,3.003221,0.090517,-0.99789,2.835876,0.115485,-1.108353,2.929073,0.084675,-1.125772,2.914322,0.070009,-1.234222,-1.186344,0.001894,-11.890823,,,,,,,-1.496416,0.009933,-11.886324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37337,0.005097,-12.132771,,,,,,,2.921543,0.092231,-1.128095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,10.163889,0.179623,-0.109504,0.066042,-0.975389,2.92049,0.089452,-1.116641,0,3.003664,0.089836,-0.998375,0.800248,2.835944,0.115336,-1.108145,0.778648,2.92886,0.083859,-1.125869,0.827367,2.913491,0.068777,-1.234175,0.751421,3.003664,0.089836,-0.998375,2.835944,0.115336,-1.108145,2.92886,0.083859,-1.125869,2.913491,0.068777,-1.234175,-1.186344,0.001753,-11.890839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37707,0.003002,-12.13334,,,,,,,2.921502,0.092112,-1.128093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,10.166667,0.176178,-0.108579,0.062644,-0.976344,2.920717,0.089847,-1.116673,0,3.003742,0.089847,-0.998303,0.800248,2.835998,0.115129,-1.108087,0.778648,2.929134,0.084378,-1.125933,0.827367,2.913992,0.070032,-1.234372,0.751421,3.003742,0.089847,-0.998303,2.835998,0.115129,-1.108087,2.929134,0.084378,-1.125933,2.913992,0.070032,-1.234372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373393,0.005098,-12.132707,,,,,,,2.92151,0.092153,-1.128098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,10.169444,0.17703,-0.108593,0.063725,-0.976119,2.920591,0.089763,-1.116586,0,3.003593,0.089835,-0.998199,0.800248,2.83592,0.115228,-1.108066,0.778648,2.928999,0.084259,-1.125833,0.827367,2.913851,0.069729,-1.234246,0.751421,3.003593,0.089835,-0.998199,2.83592,0.115228,-1.108066,2.928999,0.084259,-1.125833,2.913851,0.069729,-1.234246,-1.192668,0.014639,-11.895824,,,,,,,-1.496399,0.009848,-11.886339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3771,0.003082,-12.133375,,,,,,,2.92149,0.092125,-1.128045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,10.172222,0.17916,-0.109236,0.065731,-0.975525,2.920409,0.08949,-1.116655,0,3.003524,0.089809,-0.998347,0.800248,2.835843,0.115314,-1.108176,0.778648,2.928788,0.083912,-1.125884,0.827367,2.913482,0.068927,-1.234213,0.751421,3.003524,0.089809,-0.998347,2.835843,0.115314,-1.108176,2.928788,0.083912,-1.125884,2.913482,0.068927,-1.234213,-1.186002,0.001719,-11.890503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373436,0.005097,-12.132806,,,,,,,2.921496,0.092186,-1.128062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,10.175,0.176237,-0.108575,0.063831,-0.976257,2.920626,0.089845,-1.116664,0,3.003604,0.089702,-0.99826,0.800248,2.835963,0.115327,-1.108121,0.778648,2.929034,0.084353,-1.125918,0.827367,2.913903,0.069998,-1.234357,0.751421,3.003604,0.089702,-0.99826,2.835963,0.115327,-1.108121,2.929034,0.084353,-1.125918,2.913903,0.069998,-1.234357,-1.186029,0.001786,-11.890509,,,,,,,-1.49643,0.009748,-11.886362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373458,0.005003,-12.132792,,,,,,,2.921458,0.092127,-1.128112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,10.177778,0.18074,-0.108147,0.065322,-0.975382,2.920327,0.089819,-1.116528,0,3.003235,0.090642,-0.998077,0.800248,2.835707,0.115541,-1.108278,0.778648,2.92873,0.084224,-1.125724,0.827367,2.913636,0.068871,-1.234031,0.751421,3.003235,0.090642,-0.998077,2.835707,0.115541,-1.108278,2.92873,0.084224,-1.125724,2.913636,0.068871,-1.234031,-1.186011,0.001826,-11.890483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37345,0.005046,-12.132779,,,,,,,2.921453,0.0921,-1.128076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,10.180556,0.178061,-0.107516,0.062703,-0.976116,2.920475,0.090018,-1.116534,0,3.003286,0.090535,-0.998014,0.800248,2.835725,0.11528,-1.1082,0.778648,2.928912,0.084519,-1.125757,0.827367,2.913977,0.06974,-1.234166,0.751421,3.003286,0.090535,-0.998014,2.835725,0.11528,-1.1082,2.928912,0.084519,-1.125757,2.913977,0.06974,-1.234166,-1.186,0.001816,-11.890527,,,,,,,-1.496436,0.009817,-11.886336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377142,0.00301,-12.133433,,,,,,,2.921445,0.092055,-1.128123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,10.183333,0.177743,-0.107462,0.063353,-0.976138,2.920527,0.090105,-1.116511,0,3.003293,0.090456,-0.997959,0.800248,2.835807,0.115474,-1.108196,0.778648,2.92896,0.084599,-1.125733,0.827367,2.914047,0.069893,-1.234155,0.751421,3.003293,0.090456,-0.997959,2.835807,0.115474,-1.108196,2.92896,0.084599,-1.125733,2.914047,0.069893,-1.234155,-1.186389,0.001943,-11.890797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373424,0.005234,-12.1328,,,,,,,2.921436,0.09216,-1.128109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,10.186111,0.176759,-0.106987,0.062563,-0.97642,2.920469,0.090121,-1.116604,0,3.003136,0.090345,-0.997982,0.800248,2.835703,0.115342,-1.108306,0.778648,2.928918,0.084647,-1.125831,0.827367,2.914117,0.070149,-1.234296,0.751421,3.003136,0.090345,-0.997982,2.835703,0.115342,-1.108306,2.928918,0.084647,-1.125831,2.914117,0.070149,-1.234296,-1.186071,0.001851,-11.890523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.377819,-0.000105,-12.130609,,,,,,,2.921423,0.092052,-1.128153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,10.188889,0.178708,-0.10898,0.064149,-0.975742,2.920577,0.089565,-1.116651,0,3.003686,0.089992,-0.998339,0.800248,2.835931,0.115115,-1.108143,0.778648,2.928973,0.084025,-1.125886,0.827367,2.913718,0.06913,-1.234235,0.751421,3.003686,0.089992,-0.998339,2.835931,0.115115,-1.108143,2.928973,0.084025,-1.125886,2.913718,0.06913,-1.234235,-1.18636,0.001944,-11.890841,,,,,,,-1.496418,0.00989,-11.88637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373451,0.005265,-12.13275,,,,,,,2.921447,0.09208,-1.128047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
