Format Version,1.22,Take Name,ReferenceReflector8_3,Capture Frame Rate,360,Export Frame Rate,360,Capture Start Time,2018-08-03 08.34.32.725 AM,Total Frames in Take,5545,Total Exported Frames,5545,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,2.425,0.173844,-0.107147,0.061298,-0.977006,2.920919,0.090014,-1.116793,0,3.003618,0.089658,-0.998194,0.800248,2.836109,0.115025,-1.108317,0.778648,2.929377,0.084614,-1.126056,0.827367,2.914573,0.07076,-1.234605,0.751421,3.003618,0.089658,-0.998194,2.836109,0.115025,-1.108317,2.929377,0.084614,-1.126056,2.914573,0.07076,-1.234605,-1.186041,0.001765,-11.890471,-1.377797,-0.000216,-12.130591,,,,-1.49643,0.009842,-11.886418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,2.427778,0.180507,-0.108032,0.064804,-0.975473,2.920393,0.089718,-1.116583,0,3.003289,0.090555,-0.998125,0.800248,2.835746,0.11535,-1.108326,0.778648,2.928802,0.084137,-1.125782,0.827367,2.913733,0.068832,-1.234099,0.751421,3.003289,0.090555,-0.998125,2.835746,0.11535,-1.108326,2.928802,0.084137,-1.125782,2.913733,0.068832,-1.234099,-1.186009,0.00189,-11.890502,-1.373417,0.005271,-12.132762,,,,,,,,,,,,,,,,2.921513,0.092125,-1.12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2.430556,0.178487,-0.108971,0.064817,-0.975739,2.920655,0.089699,-1.116662,0,3.003731,0.089981,-0.998326,0.800248,2.836041,0.115361,-1.10817,0.778648,2.929047,0.08415,-1.125896,0.827367,2.913802,0.069306,-1.234254,0.751421,3.003731,0.089981,-0.998326,2.836041,0.115361,-1.10817,2.929047,0.08415,-1.125896,2.913802,0.069306,-1.234254,-1.18608,0.001871,-11.890534,-1.377119,0.003065,-12.133352,,,,-1.49645,0.009836,-11.886359,,,,,,,,,,2.921434,0.092101,-1.128099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2.433333,0.181138,-0.108278,0.065631,-0.975273,2.920378,0.089814,-1.116528,0,3.003312,0.090691,-0.998097,0.800248,2.835775,0.115592,-1.108283,0.778648,2.928776,0.084206,-1.125722,0.827367,2.913649,0.068768,-1.234012,0.751421,3.003312,0.090691,-0.998097,2.835775,0.115592,-1.108283,2.928776,0.084206,-1.125722,2.913649,0.068768,-1.234012,-1.186396,0.001853,-11.890826,-1.373484,0.005214,-12.132775,,,,,,,,,,,,,,,,2.921482,0.092106,-1.128101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,2.436111,0.179333,-0.107301,0.064115,-0.975815,2.920465,0.08987,-1.116588,0,3.003194,0.09053,-0.998012,0.800248,2.835771,0.115362,-1.108387,0.778648,2.928895,0.084323,-1.125789,0.827367,2.913999,0.069264,-1.234165,0.751421,3.003194,0.09053,-0.998012,2.835771,0.115362,-1.108387,2.928895,0.084323,-1.125789,2.913999,0.069264,-1.234165,-1.186375,0.001925,-11.890772,-1.373454,0.005,-12.132749,,,,,,,,,,,,,,,,2.921492,0.092123,-1.128098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,2.438889,0.179525,-0.107478,0.063891,-0.975775,2.920474,0.089811,-1.116624,0,3.003258,0.090543,-0.998086,0.800248,2.835774,0.115272,-1.108392,0.778648,2.928903,0.084265,-1.125827,0.827367,2.913963,0.069166,-1.234191,0.751421,3.003258,0.090543,-0.998086,2.835774,0.115272,-1.108392,2.928903,0.084265,-1.125827,2.913963,0.069166,-1.234191,-1.186384,0.001817,-11.890822,-1.3778,-0.00018,-12.130594,,,,,,,,,,,,,,,,2.921463,0.092233,-1.12807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,2.441667,0.180891,-0.107974,0.065101,-0.975388,2.920344,0.089713,-1.116556,0,3.003223,0.09061,-0.998086,0.800248,2.835708,0.115393,-1.108334,0.778648,2.928752,0.08412,-1.125749,0.827367,2.913691,0.06873,-1.234056,0.751421,3.003223,0.09061,-0.998086,2.835708,0.115393,-1.108334,2.928752,0.08412,-1.125749,2.913691,0.06873,-1.234056,-1.186993,0.001281,-11.890842,-1.373438,0.005286,-12.132768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,2.444444,0.181363,-0.108686,0.066231,-0.975145,2.92035,0.089837,-1.116553,0,3.003361,0.090673,-0.998175,0.800248,2.835786,0.115728,-1.108268,0.778648,2.928735,0.084213,-1.125749,0.827367,2.913519,0.068733,-1.234021,0.751421,3.003361,0.090673,-0.998175,2.835786,0.115728,-1.108268,2.928735,0.084213,-1.125749,2.913519,0.068733,-1.234021,-1.186054,0.001773,-11.890564,-1.377766,-0.000151,-12.130643,,,,-1.496455,0.009731,-11.886367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,2.447222,0.180803,-0.108277,0.065851,-0.975321,2.920397,0.089841,-1.116548,0,3.003316,0.090603,-0.998105,0.800248,2.835806,0.115656,-1.108298,0.778648,2.928794,0.084234,-1.125744,0.827367,2.913673,0.068871,-1.234046,0.751421,3.003316,0.090603,-0.998105,2.835806,0.115656,-1.108298,2.928794,0.084234,-1.125744,2.913673,0.068871,-1.234046,-1.186078,0.001749,-11.890539,-1.377835,-0.000152,-12.130561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,2.45,0.179454,-0.109603,0.066288,-0.975392,2.920533,0.089575,-1.116611,0,3.003717,0.089878,-0.998353,0.800248,2.836002,0.115503,-1.108101,0.778648,2.9289,0.08398,-1.125841,0.827367,2.913512,0.068938,-1.234151,0.751421,3.003717,0.089878,-0.998353,2.836002,0.115503,-1.108101,2.9289,0.08398,-1.125841,2.913512,0.068938,-1.234151,-1.186339,0.00192,-11.89081,-1.377113,0.003054,-12.13333,,,,-1.496445,0.009798,-11.886386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,2.452778,0.175681,-0.108217,0.062646,-0.976474,2.920784,0.090071,-1.116665,0,3.003715,0.089959,-0.998228,0.800248,2.836057,0.115343,-1.108121,0.778648,2.929208,0.084612,-1.125923,0.827367,2.914154,0.07037,-1.234387,0.751421,3.003715,0.089959,-0.998228,2.836057,0.115343,-1.108121,2.929208,0.084612,-1.125923,2.914154,0.07037,-1.234387,-1.185973,0.001783,-11.890543,-1.373409,0.005063,-12.132796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,2.455556,0.176836,-0.1087,0.063998,-0.976124,2.920718,0.089955,-1.116596,0,3.003731,0.089937,-0.998216,0.800248,2.836064,0.115469,-1.108061,0.778648,2.929122,0.08445,-1.125846,0.827367,2.913956,0.069965,-1.234263,0.751421,3.003731,0.089937,-0.998216,2.836064,0.115469,-1.108061,2.929122,0.08445,-1.125846,2.913956,0.069965,-1.234263,-1.186038,0.001688,-11.89059,-1.377109,0.003045,-12.133366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2.458333,0.176901,-0.108729,0.063944,-0.976112,2.920655,0.089793,-1.11659,0,3.003677,0.089797,-0.998217,0.800248,2.835998,0.115299,-1.10805,0.778648,2.929058,0.084287,-1.12584,0.827367,2.913884,0.069788,-1.234254,0.751421,3.003677,0.089797,-0.998217,2.835998,0.115299,-1.10805,2.929058,0.084287,-1.12584,2.913884,0.069788,-1.234254,-1.185959,0.00179,-11.890487,-1.377783,-0.000149,-12.130631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,2.461111,0.178486,-0.107477,0.06316,-0.976013,2.920508,0.089958,-1.116547,0,3.0033,0.090523,-0.998014,0.800248,2.835777,0.115295,-1.108251,0.778648,2.928942,0.084443,-1.125763,0.827367,2.914013,0.069571,-1.23416,0.751421,3.0033,0.090523,-0.998014,2.835777,0.115295,-1.108251,2.928942,0.084443,-1.125763,2.914013,0.069571,-1.23416,-1.185975,0.001706,-11.890574,-1.373438,0.005119,-12.132773,,,,-1.496364,0.009744,-11.886397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,2.463889,0.179404,-0.109459,0.066639,-0.975393,2.920503,0.089579,-1.11661,0,3.003638,0.089829,-0.998317,0.800248,2.835985,0.115562,-1.108135,0.778648,2.92887,0.083979,-1.125837,0.827367,2.913518,0.068947,-1.234152,0.751421,3.003638,0.089829,-0.998317,2.835985,0.115562,-1.108135,2.92887,0.083979,-1.125837,2.913518,0.068947,-1.234153,-1.185971,0.001833,-11.890504,-1.37778,-0.000281,-12.130575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,2.466667,0.179448,-0.10954,0.066623,-0.975377,2.920444,0.08945,-1.116622,0,3.0036,0.08971,-0.998343,0.800248,2.835927,0.115433,-1.108135,0.778648,2.928809,0.083849,-1.12585,0.827367,2.913439,0.068808,-1.234162,0.751421,3.0036,0.08971,-0.998343,2.835927,0.115433,-1.108135,2.928809,0.083849,-1.12585,2.913439,0.068808,-1.234162,-1.186016,0.001797,-11.890556,-1.37342,0.005031,-12.132779,,,,-1.49638,0.009764,-11.886387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,2.469444,0.176053,-0.108344,0.064196,-0.976292,2.920639,0.089823,-1.116658,0,3.003544,0.089593,-0.998203,0.800248,2.835987,0.115359,-1.10816,0.778648,2.929049,0.084328,-1.125908,0.827367,2.913974,0.070011,-1.23436,0.751421,3.003544,0.089593,-0.998203,2.835987,0.115359,-1.10816,2.929049,0.084328,-1.125908,2.913974,0.070011,-1.23436,-1.186044,0.001748,-11.890528,-1.377154,0.003026,-12.133355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,2.472222,0.180115,-0.109917,0.066183,-0.975242,2.920415,0.089395,-1.116662,0,3.003691,0.089868,-0.998467,0.800248,2.835885,0.115316,-1.108119,0.778648,2.928776,0.083791,-1.125891,0.827367,2.913309,0.068607,-1.234169,0.751421,3.003691,0.089868,-0.998467,2.835886,0.115316,-1.108119,2.928776,0.083791,-1.125891,2.913309,0.068607,-1.234169,-1.186027,0.00162,-11.890586,-1.373437,0.005233,-12.132773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2.475,0.175065,-0.106032,0.060332,-0.97697,2.920681,0.090247,-1.116667,0,3.003181,0.090377,-0.997929,0.800248,2.835794,0.115063,-1.108392,0.778648,2.929168,0.084847,-1.125903,0.827367,2.914582,0.070703,-1.234445,0.751421,3.003181,0.090377,-0.997929,2.835794,0.115063,-1.108392,2.929168,0.084847,-1.125903,2.914582,0.070703,-1.234445,-1.186343,0.001926,-11.8908,,,,,,,-1.496409,0.009908,-11.886337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,2.477778,0.18023,-0.109553,0.066587,-0.975234,2.920453,0.089593,-1.116634,0,3.003629,0.090057,-0.99837,0.800248,2.835932,0.115571,-1.108172,0.778648,2.928818,0.08398,-1.125854,0.827367,2.913432,0.068766,-1.234139,0.751421,3.003629,0.090057,-0.99837,2.835932,0.115571,-1.108172,2.928818,0.08398,-1.125854,2.913432,0.068766,-1.234139,-1.186356,0.001963,-11.890789,-1.377139,0.003068,-12.13337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,2.480556,0.176289,-0.108644,0.062764,-0.976309,2.920758,0.08999,-1.116699,0,3.003796,0.09,-0.998336,0.800248,2.836046,0.115294,-1.108109,0.778648,2.929173,0.084517,-1.125958,0.827367,2.914016,0.070148,-1.234391,0.751421,3.003796,0.09,-0.998336,2.836046,0.115294,-1.108109,2.929173,0.084517,-1.125958,2.914016,0.070148,-1.234391,-1.186057,0.001787,-11.890526,-1.373483,0.005139,-12.13277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2.483333,0.180457,-0.108167,0.06559,-0.975414,2.920301,0.089674,-1.116557,0,3.003197,0.090387,-0.998098,0.800248,2.835695,0.115441,-1.108303,0.778648,2.928702,0.084078,-1.125756,0.827367,2.913609,0.068789,-1.234072,0.751421,3.003197,0.090387,-0.998098,2.835695,0.115441,-1.108303,2.928702,0.084078,-1.125756,2.913609,0.068789,-1.234072,-1.186355,0.001914,-11.890835,-1.37348,0.005162,-12.132744,,,,-1.496468,0.009821,-11.886386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,2.486111,0.179917,-0.109433,0.066139,-0.975336,2.920441,0.089357,-1.11667,0,3.003601,0.089806,-0.998394,0.800248,2.835897,0.115255,-1.108201,0.778648,2.928812,0.083757,-1.125893,0.827367,2.913454,0.068609,-1.234192,0.751421,3.003601,0.089806,-0.998394,2.835897,0.115255,-1.108201,2.928812,0.083757,-1.125893,2.913454,0.068609,-1.234192,-1.186001,0.001756,-11.89049,-1.377807,-0.000217,-12.130578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,2.488889,0.181226,-0.108502,0.065732,-0.975225,2.920312,0.089717,-1.116599,0,3.003296,0.090593,-0.998202,0.800248,2.835719,0.115519,-1.108322,0.778648,2.928704,0.084105,-1.125795,0.827367,2.913527,0.068651,-1.234076,0.751421,3.003296,0.090593,-0.998202,2.835719,0.115519,-1.108322,2.928704,0.084105,-1.125795,2.913527,0.068651,-1.234076,-1.186033,0.001751,-11.890568,-1.373422,0.005194,-12.13277,,,,-1.496456,0.009882,-11.886349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,2.491667,0.176444,-0.108639,0.063708,-0.976221,2.920726,0.089967,-1.116663,0,3.003728,0.08989,-0.998275,0.800248,2.836058,0.115431,-1.108112,0.778648,2.929134,0.084474,-1.125916,0.827367,2.913985,0.070074,-1.234346,0.751421,3.003728,0.08989,-0.998275,2.836058,0.115431,-1.108112,2.929134,0.084474,-1.125916,2.913985,0.070074,-1.234346,-1.186313,0.001939,-11.890785,-1.373412,0.005259,-12.132771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,2.494444,0.180572,-0.108469,0.065818,-0.975344,2.920352,0.089893,-1.116601,0,3.003312,0.090592,-0.998186,0.800248,2.835764,0.115708,-1.108308,0.778648,2.928744,0.084291,-1.125802,0.827367,2.913585,0.068981,-1.234107,0.751421,3.003312,0.090592,-0.998186,2.835764,0.115708,-1.108308,2.928744,0.084291,-1.125802,2.913585,0.068981,-1.234107,-1.186321,0.001866,-11.890805,-1.373388,0.005221,-12.132756,,,,-1.49638,0.009882,-11.88637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,2.497222,0.176892,-0.108784,0.064124,-0.976096,2.920645,0.089762,-1.116604,0,3.003673,0.089737,-0.998235,0.800248,2.835999,0.1153,-1.10806,0.778648,2.929046,0.084253,-1.125854,0.827367,2.913862,0.069757,-1.234266,0.751421,3.003673,0.089737,-0.998235,2.835999,0.1153,-1.10806,2.929046,0.084253,-1.125854,2.913862,0.069757,-1.234266,-1.185953,0.001716,-11.890514,-1.377128,0.003049,-12.133348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,2.5,0.177813,-0.10747,0.063313,-0.976127,2.920539,0.090171,-1.11656,0,3.00331,0.090544,-0.998011,0.800248,2.835818,0.115533,-1.108245,0.778648,2.928973,0.084664,-1.125782,0.827367,2.914056,0.069942,-1.234201,0.751421,3.00331,0.090544,-0.998011,2.835818,0.115533,-1.108245,2.928973,0.084664,-1.125782,2.914056,0.069942,-1.234201,-1.186038,0.001683,-11.890536,-1.373416,0.005068,-12.132792,,,,-1.496375,0.009768,-11.886362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,2.502778,0.178283,-0.107525,0.063652,-0.976013,2.920535,0.09012,-1.11652,0,3.003315,0.090565,-0.997978,0.800248,2.835829,0.115541,-1.108225,0.778648,2.928965,0.084599,-1.125737,0.827367,2.914032,0.069774,-1.23414,0.751421,3.003315,0.090565,-0.997978,2.835829,0.115541,-1.108225,2.928965,0.084599,-1.125737,2.914032,0.069774,-1.23414,-1.193307,0.013993,-11.896008,-1.373358,0.005139,-12.132807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2.505556,0.178112,-0.108804,0.064835,-0.975825,2.92059,0.089568,-1.116706,0,3.003618,0.089758,-0.998337,0.800248,2.835973,0.115227,-1.10823,0.778648,2.928985,0.084025,-1.125942,0.827367,2.913783,0.069262,-1.234316,0.751421,3.003618,0.089758,-0.998337,2.835973,0.115227,-1.10823,2.928985,0.084025,-1.125942,2.913783,0.069262,-1.234316,-1.185994,0.001744,-11.890549,-1.377796,-0.000188,-12.130632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2.508333,0.175651,-0.106392,0.061495,-0.976753,2.920679,0.090311,-1.116642,0,3.003227,0.09042,-0.997938,0.800248,2.835852,0.115334,-1.108367,0.778648,2.929149,0.084878,-1.125873,0.827367,2.914486,0.070613,-1.234388,0.751421,3.003227,0.09042,-0.997938,2.835852,0.115334,-1.108367,2.929149,0.084878,-1.125873,2.914486,0.070613,-1.234388,,,,-1.373428,0.005169,-12.132796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,2.511111,0.174991,-0.107802,0.062617,-0.976645,2.920793,0.089902,-1.116641,0,3.003614,0.089635,-0.998128,0.800248,2.836057,0.115156,-1.108141,0.778648,2.929226,0.084456,-1.125899,0.827367,2.914273,0.070362,-1.234397,0.751421,3.003614,0.089635,-0.998128,2.836057,0.115156,-1.108141,2.929226,0.084456,-1.125899,2.914273,0.070362,-1.234397,,,,-1.377122,0.003106,-12.133426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,2.513889,0.178101,-0.107312,0.064009,-0.976047,2.920483,0.090119,-1.116488,0,3.003195,0.090478,-0.997898,0.800248,2.835789,0.115593,-1.108235,0.778648,2.928914,0.084595,-1.125702,0.827367,2.914034,0.069809,-1.234117,0.751421,3.003195,0.090478,-0.997898,2.835789,0.115593,-1.108235,2.928914,0.084595,-1.125702,2.914034,0.069809,-1.234117,-1.185429,0.001851,-11.891839,-1.37716,0.002988,-12.133344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,2.516667,0.178466,-0.109137,0.064464,-0.975748,2.920617,0.089643,-1.116705,0,3.003746,0.089959,-0.998407,0.800248,2.835991,0.11525,-1.108172,0.778648,2.929008,0.0841,-1.125944,0.827367,2.913724,0.069263,-1.234297,0.751421,3.003746,0.089959,-0.998407,2.835991,0.11525,-1.108172,2.929008,0.0841,-1.125944,2.913724,0.069263,-1.234297,-1.186336,0.001842,-11.890825,-1.377159,0.002994,-12.133357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,2.519444,0.177212,-0.106559,0.062028,-0.976419,2.920617,0.090198,-1.116575,0,3.003213,0.090627,-0.997905,0.800248,2.835814,0.115316,-1.108348,0.778648,2.929079,0.084728,-1.125793,0.827367,2.914361,0.070121,-1.234255,0.751421,3.003213,0.090627,-0.997905,2.835814,0.115316,-1.108348,2.929079,0.084728,-1.125793,2.914361,0.070121,-1.234255,-1.186381,0.001895,-11.890821,-1.377834,-0.000241,-12.130569,,,,-1.496493,0.009895,-11.886376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,2.522222,0.176518,-0.106763,0.06152,-0.976554,2.920635,0.090117,-1.116611,0,3.003286,0.090429,-0.997979,0.800248,2.835815,0.115156,-1.108306,0.778648,2.929097,0.084668,-1.125841,0.827367,2.91434,0.070216,-1.234319,0.751421,3.003286,0.090429,-0.997979,2.835815,0.115155,-1.108306,2.929097,0.084668,-1.125841,2.91434,0.070216,-1.234319,-1.186381,0.001836,-11.890784,-1.37349,0.005147,-12.132813,,,,,,,,,,,,,,,,,,,2.921485,0.092132,-1.128147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
