Format Version,1.22,Take Name,day 2 back left triangle,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-20 09.09.12.297 AM,Total Frames in Take,1333,Total Exported Frames,1333,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
254,0.705556,-0.013127,0.312716,-0.088166,-0.945655,2.439905,0.168071,-2.168372,0.000000,2.424881,0.163828,-2.164200,0.826667,2.445151,0.172287,-2.314342,0.624762,2.514255,0.175176,-2.125955,0.619664,2.375332,0.160995,-2.068992,0.639128,2.424881,0.163828,-2.164200,2.445151,0.172287,-2.314342,2.514255,0.175176,-2.125955,2.375332,0.160995,-2.068992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,0.708333,-0.013527,0.313559,-0.092203,-0.944985,2.439723,0.168134,-2.168008,0.000000,2.424725,0.163777,-2.163859,0.826667,2.445235,0.172158,-2.313974,0.624762,2.513927,0.175899,-2.125451,0.619664,2.375005,0.160701,-2.068749,0.639128,2.424725,0.163777,-2.163859,2.445235,0.172158,-2.313974,2.513927,0.175899,-2.125451,2.375005,0.160701,-2.068749,2.518203,0.190971,-2.137375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427659,0.185105,-2.175607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0.711111,-0.014901,0.311853,-0.088936,-0.945842,2.439828,0.168027,-2.168300,0.000000,2.424824,0.163734,-2.164108,0.525447,2.444765,0.172652,-2.314269,0.514401,2.514247,0.175206,-2.126015,0.885284,2.375477,0.160516,-2.068808,0.630063,2.424824,0.163734,-2.164108,2.444765,0.172652,-2.314269,2.514247,0.175206,-2.126015,2.375477,0.160516,-2.068808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.713889,-0.013798,0.312659,-0.089042,-0.945582,2.439885,0.167927,-2.168249,0.000000,2.424871,0.163649,-2.164077,0.525447,2.445099,0.172258,-2.314217,0.514401,2.514227,0.175157,-2.125838,0.885284,2.375343,0.160645,-2.068864,0.630063,2.424871,0.163649,-2.164077,2.445099,0.172258,-2.314217,2.514227,0.175157,-2.125838,2.375343,0.160645,-2.068864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427727,0.185187,-2.175668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,0.716667,-0.014689,0.311864,-0.085906,-0.946121,2.439831,0.167989,-2.168377,0.000000,2.424802,0.163779,-2.164189,0.825437,2.444766,0.172802,-2.314340,0.618467,2.514299,0.174666,-2.126098,0.596907,2.375457,0.160711,-2.068883,0.656475,2.424802,0.163779,-2.164189,2.444766,0.172802,-2.314340,2.514299,0.174666,-2.126098,2.375457,0.160711,-2.068883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427714,0.185075,-2.175617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,0.719444,-0.013303,0.312447,-0.085157,-0.946017,2.439871,0.168046,-2.168517,0.000000,2.424827,0.163879,-2.164341,0.825437,2.445018,0.172548,-2.314483,0.618467,2.514296,0.174640,-2.126148,0.596907,2.375343,0.161119,-2.069098,0.656475,2.424827,0.163879,-2.164341,2.445018,0.172548,-2.314483,2.514296,0.174640,-2.126148,2.375343,0.161119,-2.069098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,0.722222,-0.013416,0.312557,-0.088114,-0.945708,2.439911,0.168084,-2.168240,0.000000,2.424889,0.163837,-2.164064,0.825437,2.445101,0.172380,-2.314210,0.618467,2.514277,0.175171,-2.125848,0.596907,2.375378,0.160948,-2.068839,0.656475,2.424889,0.163837,-2.164064,2.445101,0.172380,-2.314210,2.514277,0.175171,-2.125848,2.375378,0.160948,-2.068839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427680,0.185020,-2.175634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,0.725000,-0.013335,0.312787,-0.088937,-0.945556,2.439880,0.168101,-2.168355,0.000000,2.424862,0.163833,-2.164185,0.815995,2.445145,0.172314,-2.314324,0.598088,2.514211,0.175327,-2.125925,0.585218,2.375301,0.160928,-2.068985,0.657719,2.424862,0.163833,-2.164185,2.445145,0.172314,-2.314324,2.514211,0.175327,-2.125925,2.375301,0.160928,-2.068985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,0.727778,-0.014127,0.312758,-0.090575,-0.945399,2.439621,0.168050,-2.168311,0.000000,2.424619,0.163726,-2.164142,0.854182,2.444864,0.172351,-2.314279,0.630139,2.513928,0.175525,-2.125882,0.548149,2.375074,0.160596,-2.068942,0.692557,2.424619,0.163726,-2.164142,2.444864,0.172351,-2.314279,2.513928,0.175525,-2.125882,2.375074,0.160596,-2.068942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427650,0.185105,-2.175631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,0.730556,-0.013852,0.312573,-0.089131,-0.945601,2.439938,0.167856,-2.168279,0.000000,2.424926,0.163575,-2.164104,0.854182,2.445125,0.172192,-2.314248,0.630139,2.514287,0.175099,-2.125881,0.548149,2.375416,0.160558,-2.068882,0.692557,2.424926,0.163575,-2.164104,2.445125,0.172192,-2.314248,2.514287,0.175099,-2.125881,2.375416,0.160558,-2.068882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427682,0.184972,-2.175611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,0.733333,-0.014196,0.312445,-0.089314,-0.945621,2.439958,0.167917,-2.168350,0.000000,2.424949,0.163625,-2.164173,0.816076,2.445097,0.172331,-2.314319,0.599639,2.514315,0.175180,-2.125972,0.588925,2.375471,0.160532,-2.068938,0.661882,2.424949,0.163625,-2.164173,2.445097,0.172331,-2.314319,2.514315,0.175180,-2.125972,2.375471,0.160532,-2.068938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0.736111,-0.013926,0.313465,-0.093351,-0.944898,2.439607,0.168234,-2.167991,0.000000,2.424621,0.163841,-2.163840,0.816076,2.445086,0.172275,-2.313957,0.599639,2.513799,0.176180,-2.125445,0.588925,2.374924,0.160642,-2.068721,0.661882,2.424621,0.163841,-2.163840,2.445086,0.172275,-2.313957,2.513799,0.176180,-2.125445,2.374924,0.160642,-2.068721,2.518197,0.190944,-2.137347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427685,0.185061,-2.175571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,0.738889,-0.014323,0.312419,-0.089491,-0.945611,2.440024,0.167960,-2.168326,0.000000,2.425017,0.163661,-2.164148,0.876439,2.445152,0.172394,-2.314294,0.734904,2.514380,0.175248,-2.125951,0.892195,2.375545,0.160535,-2.068910,0.814676,2.425017,0.163661,-2.164148,2.445152,0.172394,-2.314294,2.514380,0.175248,-2.125951,2.375545,0.160535,-2.068910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0.741667,-0.012709,0.312878,-0.088169,-0.945607,2.439848,0.168131,-2.168352,0.000000,2.424821,0.163895,-2.164182,0.567725,2.445155,0.172234,-2.314323,0.521816,2.514183,0.175249,-2.125910,0.826445,2.375233,0.161147,-2.068993,0.662506,2.424821,0.163895,-2.164182,2.445155,0.172234,-2.314323,2.514183,0.175249,-2.125910,2.375233,0.161147,-2.068993,2.518194,0.190921,-2.137331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,0.744444,-0.013591,0.312543,-0.088186,-0.945704,2.439848,0.168085,-2.168344,0.000000,2.424828,0.163833,-2.164169,0.567725,2.445029,0.172424,-2.314313,0.521816,2.514215,0.175178,-2.125954,0.826445,2.375322,0.160905,-2.068942,0.662506,2.424828,0.163833,-2.164169,2.445029,0.172424,-2.314313,2.514215,0.175178,-2.125954,2.375322,0.160905,-2.068942,2.518198,0.190928,-2.137359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.425744,0.159284,-2.163634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,0.747222,-0.013116,0.312791,-0.088203,-0.945627,2.439818,0.168124,-2.168406,0.000000,2.424793,0.163880,-2.164235,0.567725,2.445087,0.172336,-2.314375,0.521816,2.514161,0.175235,-2.125976,0.826445,2.375229,0.161047,-2.069036,0.662506,2.424793,0.163880,-2.164235,2.445087,0.172336,-2.314375,2.514161,0.175235,-2.125976,2.375229,0.161047,-2.069036,2.518218,0.190948,-2.137395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,0.750000,-0.014369,0.312893,-0.092515,-0.945163,2.439591,0.168182,-2.168003,0.000000,2.424604,0.163804,-2.163837,0.867518,2.444878,0.172398,-2.313972,0.749972,2.513851,0.175975,-2.125548,0.925868,2.375032,0.160552,-2.068655,0.768681,2.424604,0.163804,-2.163837,2.444878,0.172398,-2.313972,2.513851,0.175975,-2.125548,2.375032,0.160552,-2.068655,2.518209,0.191002,-2.137410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427706,0.185138,-2.175627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,0.752778,-0.014204,0.312101,-0.088532,-0.945808,2.439746,0.168097,-2.168314,0.000000,2.424734,0.163826,-2.164127,0.867518,2.444777,0.172567,-2.314284,0.749972,2.514148,0.175230,-2.125991,0.925868,2.375326,0.160765,-2.068853,0.768681,2.424734,0.163826,-2.164127,2.444777,0.172567,-2.314284,2.514148,0.175230,-2.125991,2.375326,0.160765,-2.068853,2.518184,0.191031,-2.137382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,0.755556,-0.015049,0.311597,-0.085682,-0.946224,2.439822,0.167950,-2.168526,0.000000,2.424795,0.163739,-2.164331,0.867518,2.444664,0.172874,-2.314488,0.749972,2.514318,0.174578,-2.126289,0.925868,2.375510,0.160609,-2.068996,0.768681,2.424795,0.163739,-2.164331,2.444664,0.172874,-2.314488,2.514318,0.174578,-2.126289,2.375510,0.160609,-2.068996,2.518138,0.190898,-2.137352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427739,0.185055,-2.175630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,0.758333,-0.013518,0.312336,-0.085791,-0.945993,2.439895,0.167827,-2.168446,0.000000,2.424858,0.163640,-2.164267,0.867518,2.445005,0.172334,-2.314413,0.749972,2.514320,0.174521,-2.126093,0.925868,2.375398,0.160815,-2.069013,0.768681,2.424858,0.163640,-2.164267,2.445005,0.172334,-2.314413,2.514320,0.174521,-2.126093,2.375398,0.160815,-2.069013,2.518221,0.191003,-2.137371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,0.761111,-0.014471,0.312007,-0.086536,-0.946020,2.439893,0.167815,-2.168432,0.000000,2.424867,0.163591,-2.164246,0.873652,2.444879,0.172519,-2.314396,0.724634,2.514337,0.174604,-2.126128,0.886962,2.375487,0.160545,-2.068957,0.806105,2.424867,0.163591,-2.164246,2.444879,0.172519,-2.314396,2.514337,0.174604,-2.126128,2.375487,0.160545,-2.068957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0.763889,-0.013450,0.312787,-0.088811,-0.945566,2.439932,0.167997,-2.168285,0.000000,2.424914,0.163731,-2.164115,0.873652,2.445194,0.172252,-2.314253,0.724634,2.514266,0.175198,-2.125854,0.886962,2.375355,0.160806,-2.068916,0.806105,2.424914,0.163731,-2.164115,2.445194,0.172252,-2.314253,2.514266,0.175198,-2.125854,2.375355,0.160806,-2.068916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0.766667,-0.014284,0.312550,-0.089037,-0.945612,2.439885,0.167897,-2.168188,0.000000,2.424873,0.163611,-2.164016,0.873652,2.445052,0.172360,-2.314154,0.724634,2.514238,0.175109,-2.125794,0.886962,2.375376,0.160506,-2.068790,0.806105,2.424873,0.163611,-2.164016,2.445052,0.172360,-2.314154,2.514238,0.175109,-2.125794,2.375376,0.160506,-2.068789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427688,0.184960,-2.175569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0.769444,-0.014465,0.311764,-0.085202,-0.946221,2.439963,0.167862,-2.168540,0.000000,2.424929,0.163674,-2.164348,0.840731,2.444871,0.172666,-2.314504,0.711009,2.514451,0.174428,-2.126278,0.801324,2.375602,0.160680,-2.069031,0.771880,2.424929,0.163674,-2.164348,2.444871,0.172666,-2.314504,2.514451,0.174428,-2.126278,2.375602,0.160680,-2.069031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,0.772222,-0.012933,0.312383,-0.085429,-0.946019,2.439869,0.167912,-2.168541,0.000000,2.424827,0.163743,-2.164360,0.840731,2.445008,0.172286,-2.314510,0.711009,2.514295,0.174563,-2.126181,0.801324,2.375349,0.161054,-2.069112,0.771880,2.424827,0.163743,-2.164360,2.445008,0.172286,-2.314510,2.514295,0.174563,-2.126181,2.375349,0.161054,-2.069112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,0.775000,-0.012983,0.312315,-0.085638,-0.946022,2.439862,0.167844,-2.168463,0.000000,2.424822,0.163669,-2.164280,0.840731,2.444979,0.172213,-2.314434,0.711009,2.514290,0.174529,-2.126114,0.801324,2.375357,0.160963,-2.069026,0.771880,2.424822,0.163669,-2.164280,2.444979,0.172213,-2.314434,2.514290,0.174529,-2.126114,2.375357,0.160963,-2.069026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427752,0.185095,-2.175632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,0.777778,-0.014183,0.311698,-0.086144,-0.946162,2.439880,0.167868,-2.168500,0.000000,2.424853,0.163660,-2.164303,0.831053,2.444778,0.172515,-2.314469,0.704752,2.514357,0.174602,-2.126246,0.789879,2.375531,0.160694,-2.068982,0.745927,2.424853,0.163660,-2.164303,2.444778,0.172515,-2.314469,2.514357,0.174602,-2.126246,2.375531,0.160694,-2.068982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427692,0.185114,-2.175621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,0.780556,-0.014210,0.312170,-0.086728,-0.945953,2.439925,0.167768,-2.168498,0.000000,2.424899,0.163544,-2.164315,0.831053,2.444969,0.172388,-2.314463,0.704752,2.514352,0.174597,-2.126168,0.789879,2.375482,0.160543,-2.069044,0.745927,2.424899,0.163544,-2.164315,2.444969,0.172388,-2.314463,2.514352,0.174597,-2.126168,2.375482,0.160543,-2.069044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,0.783333,-0.014024,0.311961,-0.086064,-0.946085,2.439894,0.167820,-2.168448,0.000000,2.424863,0.163617,-2.164258,0.831053,2.444876,0.172436,-2.314415,0.704752,2.514349,0.174544,-2.126153,0.789879,2.375486,0.160682,-2.068965,0.745927,2.424863,0.163617,-2.164258,2.444876,0.172436,-2.314415,2.514349,0.174544,-2.126153,2.375486,0.160682,-2.068965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,0.786111,-0.014268,0.312027,-0.086220,-0.946045,2.439878,0.167845,-2.168464,0.000000,2.424849,0.163634,-2.164279,0.829015,2.444875,0.172519,-2.314430,0.705942,2.514326,0.174588,-2.126158,0.779371,2.375463,0.160641,-2.068991,0.733821,2.424849,0.163634,-2.164279,2.444875,0.172519,-2.314430,2.514326,0.174588,-2.126158,2.375463,0.160641,-2.068991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,0.788889,-0.014746,0.311990,-0.085970,-0.946073,2.439800,0.167935,-2.168354,0.000000,2.424771,0.163721,-2.164170,0.829015,2.444772,0.172761,-2.314315,0.705942,2.514256,0.174619,-2.126054,0.779371,2.375401,0.160637,-2.068877,0.733821,2.424771,0.163721,-2.164170,2.444772,0.172761,-2.314315,2.514256,0.174619,-2.126054,2.375401,0.160637,-2.068877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,0.791667,-0.014998,0.311601,-0.086479,-0.946151,2.439854,0.167776,-2.168392,0.000000,2.424833,0.163546,-2.164196,0.467440,2.444702,0.172621,-2.314356,0.529151,2.514337,0.174540,-2.126152,0.882769,2.375545,0.160398,-2.068863,0.661857,2.424833,0.163546,-2.164196,2.444702,0.172621,-2.314356,2.514337,0.174540,-2.126152,2.375545,0.160398,-2.068863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,0.794444,-0.017362,0.311096,-0.085220,-0.946391,2.439626,0.168122,-2.168515,0.000000,2.424608,0.163884,-2.164317,0.467440,2.444252,0.173716,-2.314460,0.529151,2.514181,0.174598,-2.126357,0.882769,2.375464,0.160289,-2.068926,0.661857,2.424608,0.163884,-2.164318,2.444252,0.173716,-2.314460,2.514181,0.174598,-2.126357,2.375464,0.160289,-2.068926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0.797222,-0.013953,0.311889,-0.087238,-0.946002,2.439638,0.167644,-2.168505,0.000000,2.424617,0.163412,-2.164312,0.467440,2.444605,0.172143,-2.314477,0.529151,2.514080,0.174569,-2.126219,0.882769,2.375250,0.160453,-2.069014,0.661857,2.424617,0.163412,-2.164312,2.444605,0.172143,-2.314477,2.514080,0.174569,-2.126219,2.375250,0.160453,-2.069014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.427707,0.185029,-2.175579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,0.800000,-0.014704,0.312440,-0.088750,-0.945668,2.439766,0.168092,-2.168248,0.000000,2.424755,0.163806,-2.164075,0.838908,2.444888,0.172693,-2.314211,0.707414,2.514135,0.175243,-2.125871,0.799373,2.375288,0.160625,-2.068835,0.768131,2.424755,0.163806,-2.164075,2.444888,0.172693,-2.314211,2.514135,0.175243,-2.125871,2.375288,0.160625,-2.068835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,0.802778,-0.014070,0.312523,-0.088264,-0.945696,2.439570,0.168224,-2.168331,0.000000,2.424551,0.163961,-2.164158,0.838908,2.444732,0.172689,-2.314297,0.707414,2.513938,0.175314,-2.125943,0.799373,2.375058,0.160930,-2.068928,0.768131,2.424551,0.163961,-2.164158,2.444732,0.172689,-2.314297,2.513938,0.175314,-2.125943,2.375058,0.160930,-2.068928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,0.805556,-0.014426,0.312100,-0.088728,-0.945787,2.439815,0.168015,-2.168348,0.000000,2.424805,0.163735,-2.164162,0.828606,2.444840,0.172531,-2.314317,0.630017,2.514214,0.175174,-2.126025,0.615889,2.375401,0.160620,-2.068888,0.639556,2.424805,0.163735,-2.164162,2.444840,0.172531,-2.314317,2.514214,0.175174,-2.126025,2.375401,0.160620,-2.068888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0.808333,-0.013713,0.312599,-0.088713,-0.945634,2.439909,0.167978,-2.168380,0.000000,2.424893,0.163710,-2.164207,0.828606,2.445106,0.172309,-2.314349,0.630017,2.514262,0.175155,-2.125980,0.615889,2.375376,0.160736,-2.068986,0.639556,2.424893,0.163710,-2.164207,2.445106,0.172309,-2.314349,2.514262,0.175155,-2.125980,2.375376,0.160736,-2.068986,2.515315,0.170379,-2.127701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
