Format Version,1.22,Take Name,day 2 back right triangle,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-20 09.10.08.679 AM,Total Frames in Take,1339,Total Exported Frames,1339,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
151,0.419444,0.000341,0.106685,-0.120611,-0.986950,2.484059,0.167702,0.859763,0.000000,2.472288,0.163370,0.869952,0.937732,2.430066,0.158667,0.724279,0.922730,2.568517,0.181103,0.867812,0.947451,2.465363,0.167669,0.977009,0.913539,2.472288,0.163370,0.869952,2.430066,0.158667,0.724279,2.568517,0.181103,0.867812,2.465363,0.167669,0.977009,-3.107100,1.302318,-4.826600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0.422222,-0.003507,0.106892,-0.126948,-0.986127,2.483852,0.167696,0.859814,0.000000,2.472145,0.163141,0.869980,0.922062,2.429934,0.158784,0.724293,0.910843,2.568125,0.182188,0.867921,0.944897,2.465204,0.166672,0.977063,0.859392,2.472145,0.163141,0.869980,2.429934,0.158784,0.724293,2.568125,0.182188,0.867921,2.465204,0.166672,0.977063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0.425000,-0.000949,0.106488,-0.124926,-0.986435,2.483787,0.167993,0.859785,0.000000,2.472062,0.163540,0.869974,0.956779,2.429796,0.158690,0.724319,0.961474,2.568128,0.182134,0.867805,0.942122,2.465163,0.167608,0.977042,0.940451,2.472062,0.163540,0.869974,2.429796,0.158690,0.724319,2.568128,0.182134,0.867805,2.465163,0.167608,0.977042,-3.107062,1.302502,-4.826595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0.427778,-0.003176,0.106434,-0.127160,-0.986150,2.483768,0.167762,0.859760,0.000000,2.472070,0.163211,0.869939,0.956779,2.429741,0.158721,0.724290,0.961474,2.568042,0.182289,0.867786,0.942122,2.465216,0.166827,0.977025,0.940451,2.472070,0.163211,0.869939,2.429741,0.158721,0.724290,2.568042,0.182289,0.867786,2.465216,0.166827,0.977025,-3.107040,1.302367,-4.826625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0.430556,-0.001012,0.107499,-0.123509,-0.986503,2.483920,0.168112,0.859740,0.000000,2.472162,0.163684,0.869904,0.931370,2.430169,0.159051,0.724163,0.964870,2.568284,0.182010,0.867935,0.928251,2.465064,0.167700,0.976960,0.900490,2.472162,0.163684,0.869904,2.430169,0.159051,0.724163,2.568284,0.182010,0.867935,2.465064,0.167700,0.976960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0.433333,-0.003351,0.106595,-0.126847,-0.986172,2.483834,0.167731,0.859785,0.000000,2.472131,0.163182,0.869958,0.922670,2.429838,0.158782,0.724297,0.908290,2.568115,0.182205,0.867840,0.953622,2.465250,0.166754,0.977045,0.845526,2.472131,0.163182,0.869958,2.429838,0.158782,0.724297,2.568115,0.182205,0.867840,2.465250,0.166754,0.977045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0.436111,-0.001151,0.107175,-0.124833,-0.986372,2.483789,0.167988,0.859724,0.000000,2.472050,0.163530,0.869895,0.922670,2.429976,0.158772,0.724182,0.908290,2.568121,0.182113,0.867864,0.953622,2.465010,0.167536,0.976956,0.845526,2.472050,0.163530,0.869895,2.429976,0.158772,0.724182,2.568121,0.182113,0.867864,2.465010,0.167536,0.976956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0.438889,-0.003373,0.106703,-0.127012,-0.986140,2.483682,0.167743,0.859691,0.000000,2.471979,0.163190,0.869862,0.901902,2.429719,0.158781,0.724191,0.886271,2.567957,0.182245,0.867764,0.954724,2.465075,0.166756,0.976947,0.820820,2.471979,0.163190,0.869862,2.429719,0.158781,0.724191,2.567957,0.182245,0.867764,2.465075,0.166756,0.976947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,0.441667,-0.000788,0.106448,-0.125195,-0.986405,2.483767,0.168008,0.859781,0.000000,2.472044,0.163553,0.869972,0.901902,2.429776,0.158626,0.724320,0.886271,2.568101,0.182194,0.867793,0.954724,2.465146,0.167659,0.977038,0.820820,2.472044,0.163553,0.869972,2.429776,0.158626,0.724320,2.568101,0.182194,0.867793,2.465146,0.167659,0.977038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.444444,-0.001389,0.105628,-0.125250,-0.986485,2.483622,0.168085,0.859773,0.000000,2.471919,0.163617,0.869981,0.928443,2.429392,0.158822,0.724400,0.911041,2.567967,0.182282,0.867648,0.953450,2.465211,0.167618,0.977063,0.851263,2.471919,0.163617,0.869981,2.429392,0.158822,0.724400,2.567967,0.182282,0.867648,2.465211,0.167618,0.977063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.447222,-0.001010,0.106087,-0.125492,-0.986406,2.483669,0.168029,0.859738,0.000000,2.471957,0.163564,0.869937,0.928772,2.429581,0.158651,0.724316,0.955119,2.568000,0.182267,0.867689,0.921138,2.465139,0.167635,0.977009,0.909516,2.471957,0.163564,0.869937,2.429581,0.158651,0.724316,2.568000,0.182267,0.867689,2.465139,0.167635,0.977009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.450000,-0.001023,0.106323,-0.125525,-0.986376,2.483691,0.168037,0.859726,0.000000,2.471975,0.163570,0.869919,0.928772,2.429667,0.158666,0.724278,0.955119,2.568018,0.182281,0.867718,0.921138,2.465106,0.167633,0.976989,0.909516,2.471975,0.163570,0.869919,2.429667,0.158666,0.724278,2.568018,0.182281,0.867718,2.465106,0.167633,0.976989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0.452778,-0.001548,0.106776,-0.124014,-0.986518,2.483807,0.168045,0.859798,0.000000,2.472070,0.163597,0.869976,0.951382,2.429855,0.159029,0.724297,0.958864,2.568169,0.182031,0.867872,0.917565,2.465135,0.167522,0.977046,0.886932,2.472070,0.163597,0.869976,2.429855,0.159029,0.724297,2.568169,0.182031,0.867872,2.465135,0.167522,0.977046,-3.107028,1.302801,-4.826535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0.455556,-0.001288,0.106723,-0.123643,-0.986570,2.483877,0.168113,0.859769,0.000000,2.472137,0.163679,0.869950,0.951382,2.429910,0.159080,0.724275,0.958864,2.568250,0.182035,0.867832,0.917565,2.465211,0.167657,0.977019,0.886932,2.472137,0.163679,0.869950,2.429910,0.159080,0.724275,2.568250,0.182035,0.867832,2.465211,0.167657,0.977019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0.458333,-0.003050,0.106239,-0.127730,-0.986098,2.483620,0.167791,0.859653,0.000000,2.471932,0.163231,0.869838,0.951382,2.429558,0.158632,0.724206,0.958864,2.567882,0.182415,0.867645,0.917565,2.465110,0.166884,0.976925,0.886932,2.471932,0.163231,0.869838,2.429558,0.158632,0.724206,2.567882,0.182415,0.867645,2.465110,0.166884,0.976925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.461111,0.000205,0.106144,-0.121103,-0.986949,2.483952,0.167709,0.859774,0.000000,2.472197,0.163365,0.869976,0.929761,2.429819,0.158624,0.724350,0.951349,2.568406,0.181194,0.867730,0.911694,2.465385,0.167653,0.977041,0.905953,2.472197,0.163365,0.869976,2.429819,0.158624,0.724350,2.568406,0.181194,0.867730,2.465385,0.167653,0.977041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0.463889,-0.002656,0.106210,-0.125873,-0.986341,2.483994,0.167784,0.859789,0.000000,2.472288,0.163273,0.869976,0.929761,2.429894,0.158779,0.724347,0.951349,2.568310,0.182090,0.867773,0.911694,2.465482,0.166994,0.977062,0.905953,2.472288,0.163273,0.869976,2.429894,0.158779,0.724347,2.568310,0.182090,0.867773,2.465482,0.166994,0.977062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0.466667,-0.003365,0.106545,-0.127388,-0.986108,2.483810,0.167735,0.859737,0.000000,2.472114,0.163174,0.869912,0.929761,2.429812,0.158714,0.724255,0.951349,2.568076,0.182301,0.867783,0.911694,2.465238,0.166749,0.976998,0.905953,2.472114,0.163174,0.869912,2.429812,0.158714,0.724255,2.568076,0.182301,0.867783,2.465238,0.166749,0.976998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0.469444,-0.003596,0.106629,-0.126779,-0.986177,2.483807,0.167725,0.859786,0.000000,2.472104,0.163172,0.869957,0.947215,2.429811,0.158849,0.724293,0.941366,2.568089,0.182187,0.867848,0.917560,2.465223,0.166690,0.977045,0.882362,2.472104,0.163172,0.869957,2.429811,0.158849,0.724293,2.568089,0.182187,0.867848,2.465223,0.166690,0.977045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0.472222,-0.004010,0.107054,-0.126008,-0.986228,2.483877,0.167806,0.859787,0.000000,2.472160,0.163259,0.869944,0.947215,2.429965,0.159156,0.724246,0.941366,2.568174,0.182138,0.867925,0.917560,2.465208,0.166670,0.977031,0.882362,2.472160,0.163259,0.869944,2.429965,0.159156,0.724246,2.568174,0.182138,0.867925,2.465208,0.166670,0.977031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0.475000,-0.000155,0.106269,-0.121718,-0.986860,2.483922,0.167793,0.859750,0.000000,2.472171,0.163427,0.869947,0.959698,2.429826,0.158720,0.724310,0.963455,2.568358,0.181384,0.867729,0.943208,2.465335,0.167641,0.977013,0.942693,2.472171,0.163427,0.869947,2.429826,0.158720,0.724310,2.568358,0.181384,0.867729,2.465335,0.167641,0.977013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0.477778,-0.004774,0.105574,-0.127773,-0.986157,2.483506,0.167915,0.859751,0.000000,2.471838,0.163317,0.869941,0.911350,2.429209,0.159169,0.724370,0.889714,2.567775,0.182550,0.867640,0.962647,2.465204,0.166623,0.977051,0.835532,2.471838,0.163317,0.869941,2.429209,0.159169,0.724370,2.567775,0.182550,0.867640,2.465204,0.166623,0.977051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0.480556,-0.003453,0.106043,-0.127751,-0.986115,2.483629,0.167783,0.859719,0.000000,2.471946,0.163215,0.869906,0.911350,2.429501,0.158719,0.724292,0.889714,2.567893,0.182412,0.867680,0.962647,2.465177,0.166788,0.977000,0.835532,2.471946,0.163215,0.869906,2.429501,0.158719,0.724292,2.567893,0.182412,0.867680,2.465177,0.166788,0.977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0.483333,-0.003094,0.106236,-0.127773,-0.986093,2.483698,0.167794,0.859689,0.000000,2.472010,0.163232,0.869873,0.926530,2.429634,0.158641,0.724242,0.894260,2.567958,0.182425,0.867680,0.904450,2.465189,0.166877,0.976961,0.939356,2.472010,0.163232,0.869873,2.429634,0.158641,0.724242,2.567958,0.182425,0.867680,2.465189,0.166877,0.976961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.486111,-0.004610,0.105044,-0.127997,-0.986185,2.483487,0.167889,0.859770,0.000000,2.471830,0.163292,0.869974,0.926530,2.429057,0.159053,0.724448,0.894260,2.567757,0.182563,0.867567,0.904450,2.465302,0.166649,0.977090,0.939356,2.471830,0.163292,0.869974,2.429057,0.159053,0.724448,2.567757,0.182563,0.867567,2.465302,0.166649,0.977090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0.488889,-0.003910,0.106283,-0.127384,-0.986135,2.483669,0.167889,0.859695,0.000000,2.471980,0.163317,0.869873,0.953939,2.429583,0.159000,0.724240,0.957925,2.567939,0.182456,0.867700,0.953882,2.465175,0.166784,0.976968,0.925552,2.471980,0.163317,0.869873,2.429583,0.159000,0.724240,2.567939,0.182456,0.867700,2.465175,0.166784,0.976968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0.491667,-0.003844,0.106195,-0.127331,-0.986152,2.483699,0.167763,0.859748,0.000000,2.472011,0.163194,0.869928,0.935834,2.429590,0.158861,0.724302,0.917599,2.567972,0.182321,0.867737,0.946148,2.465224,0.166676,0.977024,0.915443,2.472011,0.163194,0.869928,2.429590,0.158861,0.724302,2.567972,0.182321,0.867737,2.465224,0.166676,0.977024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0.494444,-0.001489,0.106280,-0.125648,-0.986365,2.483532,0.168080,0.859672,0.000000,2.471819,0.163599,0.869863,0.935834,2.429484,0.158809,0.724226,0.917599,2.567855,0.182345,0.867659,0.946148,2.464971,0.167565,0.976938,0.915443,2.471819,0.163599,0.869863,2.429484,0.158809,0.724226,2.567855,0.182345,0.867659,2.464971,0.167565,0.976938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0.497222,-0.003478,0.106502,-0.126875,-0.986179,2.483719,0.167761,0.859733,0.000000,2.472019,0.163209,0.869908,0.903238,2.429695,0.158838,0.724254,0.868703,2.568001,0.182240,0.867772,0.950890,2.465162,0.166756,0.976996,0.830890,2.472019,0.163209,0.869908,2.429695,0.158838,0.724254,2.568001,0.182240,0.867772,2.465162,0.166756,0.976996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0.500000,-0.001373,0.106746,-0.124114,-0.986509,2.483784,0.168055,0.859804,0.000000,2.472048,0.163609,0.869984,0.951887,2.429831,0.158980,0.724307,0.959003,2.568143,0.182058,0.867872,0.920002,2.465114,0.167573,0.977053,0.888604,2.472048,0.163609,0.869984,2.429831,0.158980,0.724307,2.568143,0.182058,0.867872,2.465114,0.167573,0.977053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0.502778,-0.001973,0.104654,-0.126479,-0.986431,2.483450,0.168056,0.859827,0.000000,2.471779,0.163552,0.870056,0.951887,2.428966,0.158741,0.724560,0.959003,2.567774,0.182464,0.867539,0.920002,2.465281,0.167466,0.977155,0.888604,2.471779,0.163552,0.870056,2.428966,0.158741,0.724560,2.567774,0.182464,0.867539,2.465281,0.167466,0.977155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0.505556,-0.004576,0.105649,-0.127120,-0.986234,2.483555,0.167946,0.859730,0.000000,2.471879,0.163367,0.869919,0.922068,2.429270,0.159242,0.724342,0.912204,2.567842,0.182470,0.867631,0.959627,2.465230,0.166706,0.977028,0.846165,2.471879,0.163367,0.869919,2.429270,0.159242,0.724342,2.567842,0.182470,0.867631,2.465230,0.166706,0.977028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.508333,-0.004679,0.105050,-0.127296,-0.986275,2.483462,0.167966,0.859740,0.000000,2.471800,0.163382,0.869943,0.922068,2.429016,0.159244,0.724417,0.912204,2.567753,0.182521,0.867539,0.959627,2.465280,0.166718,0.977060,0.846165,2.471800,0.163382,0.869943,2.429016,0.159244,0.724417,2.567753,0.182521,0.867539,2.465280,0.166718,0.977060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0.511111,-0.003687,0.105656,-0.127618,-0.986173,2.483718,0.167638,0.859867,0.000000,2.472043,0.163068,0.870062,0.904421,2.429475,0.158638,0.724481,0.888657,2.567991,0.182244,0.867763,0.963986,2.465364,0.166601,0.977162,0.817133,2.472043,0.163068,0.870062,2.429475,0.158638,0.724481,2.567991,0.182244,0.867763,2.465364,0.166601,0.977162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.513889,-0.003804,0.106318,-0.127424,-0.986126,2.483742,0.167787,0.859759,0.000000,2.472052,0.163216,0.869937,0.939261,2.429670,0.158866,0.724300,0.922151,2.568010,0.182360,0.867769,0.947305,2.465237,0.166705,0.977030,0.912448,2.472052,0.163216,0.869937,2.429670,0.158866,0.724300,2.568010,0.182360,0.867769,2.465237,0.166705,0.977030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0.516667,-0.003660,0.106690,-0.126848,-0.986161,2.483749,0.167829,0.859693,0.000000,2.472045,0.163273,0.869862,0.939261,2.429769,0.158962,0.724193,0.922151,2.568028,0.182304,0.867766,0.947305,2.465153,0.166776,0.976950,0.912448,2.472045,0.163273,0.869862,2.429769,0.158962,0.724193,2.568028,0.182304,0.867766,2.465153,0.166776,0.976950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0.519444,-0.004665,0.105800,-0.127169,-0.986211,2.483587,0.167864,0.859783,0.000000,2.471908,0.163281,0.869968,0.956030,2.429341,0.159180,0.724378,0.962093,2.567870,0.182396,0.867710,0.942454,2.465229,0.166598,0.977075,0.941715,2.471908,0.163281,0.869968,2.429341,0.159180,0.724378,2.567870,0.182396,0.867710,2.465229,0.166598,0.977075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0.522222,-0.000542,0.106601,-0.124947,-0.986420,2.483801,0.167995,0.859716,0.000000,2.472072,0.163550,0.869905,0.956030,2.429854,0.158589,0.724240,0.962093,2.568140,0.182138,0.867753,0.942454,2.465138,0.167702,0.976967,0.941715,2.472072,0.163550,0.869905,2.429854,0.158589,0.724240,2.568140,0.182138,0.867753,2.465138,0.167702,0.976967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0.525000,-0.001218,0.107860,-0.121724,-0.986686,2.483882,0.167457,0.859930,0.000000,2.472102,0.163063,0.870082,0.948855,2.430183,0.158706,0.724311,0.946891,2.568290,0.181052,0.868190,0.916496,2.464952,0.167009,0.977138,0.884691,2.472102,0.163063,0.870082,2.430183,0.158706,0.724311,2.568290,0.181052,0.868190,2.464952,0.167009,0.977138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0.527778,-0.001085,0.106819,-0.124903,-0.986401,2.483770,0.168032,0.859752,0.000000,2.472038,0.163576,0.869932,0.947199,2.429864,0.158778,0.724249,0.940718,2.568106,0.182169,0.867830,0.915026,2.465072,0.167606,0.976997,0.882094,2.472038,0.163576,0.869932,2.429864,0.158778,0.724249,2.568106,0.182169,0.867830,2.465072,0.167606,0.976997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0.530556,0.000132,0.105253,-0.122272,-0.986900,2.483745,0.167704,0.859748,0.000000,2.472018,0.163335,0.869972,0.947199,2.429394,0.158449,0.724423,0.940718,2.568181,0.181388,0.867551,0.915026,2.465385,0.167642,0.977047,0.882094,2.472018,0.163335,0.869972,2.429394,0.158449,0.724423,2.568181,0.181388,0.867551,2.465385,0.167642,0.977047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,0.533333,-0.000875,0.106668,-0.124502,-0.986469,2.483755,0.168014,0.859768,0.000000,2.472022,0.163571,0.869953,0.900484,2.429806,0.158756,0.724282,0.861941,2.568105,0.182082,0.867819,0.949886,2.465088,0.167646,0.977018,0.827102,2.472022,0.163571,0.869953,2.429806,0.158756,0.724282,2.568105,0.182082,0.867819,2.465088,0.167646,0.977018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0.536111,-0.001602,0.105811,-0.125926,-0.986379,2.483623,0.168026,0.859773,0.000000,2.471922,0.163539,0.869976,0.904172,2.429451,0.158731,0.724379,0.864842,2.567946,0.182339,0.867681,0.950144,2.465174,0.167496,0.977057,0.828959,2.471922,0.163539,0.869976,2.429451,0.158731,0.724379,2.567946,0.182339,0.867681,2.465174,0.167496,0.977057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0.538889,-0.004122,0.105822,-0.127433,-0.986177,2.483620,0.167799,0.859756,0.000000,2.471941,0.163223,0.869944,0.904172,2.429403,0.158941,0.724351,0.864842,2.567895,0.182375,0.867684,0.950144,2.465240,0.166657,0.977047,0.828959,2.471941,0.163223,0.869944,2.429403,0.158941,0.724351,2.567895,0.182375,0.867684,2.465240,0.166657,0.977047,,,,-3.105415,1.305022,-4.827528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.541667,-0.001119,0.105733,-0.126668,-0.986293,2.483578,0.167920,0.859771,0.000000,2.471884,0.163428,0.869978,0.874609,2.429417,0.158397,0.724388,0.821153,2.567881,0.182359,0.867661,0.955678,2.465131,0.167497,0.977055,0.785210,2.471884,0.163428,0.869978,2.429417,0.158397,0.724388,2.567881,0.182359,0.867661,2.465131,0.167497,0.977055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0.544444,-0.000820,0.106368,-0.125209,-0.986412,2.483746,0.167986,0.859757,0.000000,2.472025,0.163530,0.869950,0.874609,2.429733,0.158608,0.724305,0.821153,2.568081,0.182175,0.867756,0.955678,2.465145,0.167632,0.977018,0.785210,2.472025,0.163530,0.869950,2.429733,0.158608,0.724305,2.568081,0.182175,0.867756,2.465145,0.167632,0.977018,,,,-3.105282,1.305187,-4.827607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0.547222,-0.003724,0.106277,-0.127090,-0.986174,2.483761,0.167732,0.859793,0.000000,2.472068,0.163170,0.869972,0.944073,2.429672,0.158835,0.724338,0.964206,2.568039,0.182248,0.867796,0.925387,2.465263,0.166673,0.977065,0.894228,2.472068,0.163170,0.869972,2.429672,0.158835,0.724338,2.568039,0.182248,0.867796,2.465263,0.166673,0.977065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0.550000,-0.001069,0.106143,-0.125382,-0.986414,2.483708,0.168051,0.859755,0.000000,2.471994,0.163587,0.869952,0.953829,2.429630,0.158706,0.724326,0.959335,2.568041,0.182270,0.867716,0.919942,2.465166,0.167643,0.977025,0.889228,2.471994,0.163587,0.869952,2.429630,0.158706,0.724326,2.568041,0.182270,0.867716,2.465166,0.167643,0.977025,,,,-3.105197,1.305144,-4.827722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.552778,-0.003101,0.106579,-0.126491,-0.986221,2.483858,0.167808,0.859768,0.000000,2.472152,0.163273,0.869943,0.953829,2.429857,0.158844,0.724283,0.959335,2.568150,0.182221,0.867818,0.919942,2.465272,0.166895,0.977028,0.889228,2.472152,0.163273,0.869943,2.429857,0.158844,0.724283,2.568150,0.182221,0.867818,2.465272,0.166895,0.977028,,,,-3.105173,1.305238,-4.827698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.555556,-0.000994,0.106404,-0.125934,-0.986315,2.483539,0.168075,0.859678,0.000000,2.471824,0.163600,0.869870,0.892926,2.429547,0.158643,0.724222,0.871110,2.567852,0.182388,0.867684,0.913549,2.464933,0.167670,0.976938,0.884425,2.471824,0.163600,0.869870,2.429547,0.158643,0.724222,2.567852,0.182388,0.867684,2.464933,0.167670,0.976938,,,,-3.105196,1.305221,-4.827768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0.558333,-0.001016,0.106160,-0.124905,-0.986472,2.483723,0.167986,0.859740,0.000000,2.472004,0.163533,0.869937,0.916876,2.429641,0.158693,0.724310,0.848810,2.568070,0.182124,0.867704,0.880014,2.465178,0.167596,0.977009,0.855373,2.472004,0.163533,0.869937,2.429641,0.158693,0.724310,2.568070,0.182124,0.867704,2.465178,0.167596,0.977009,,,,-3.105186,1.305189,-4.827752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
