Format Version,1.22,Take Name,day 2 back right triangle,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-20 09.10.08.679 AM,Total Frames in Take,1339,Total Exported Frames,1339,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
708,1.966667,-0.001850,0.106088,-0.126002,-0.986340,2.483896,0.167909,0.859685,0.000000,2.472191,0.163414,0.869879,0.954770,2.429792,0.158676,0.724259,0.964602,2.568212,0.182236,0.867642,0.945188,2.465389,0.167311,0.976959,0.937482,2.472191,0.163414,0.869879,2.429792,0.158676,0.724259,2.568212,0.182236,0.867642,2.465389,0.167311,0.976959,,,,,,,,,,,,,,,,-3.066853,1.284987,-4.938068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1.969444,-0.003362,0.106892,-0.127049,-0.986114,2.483705,0.167742,0.859724,0.000000,2.471999,0.163188,0.869890,0.944974,2.429794,0.158779,0.724203,0.941407,2.567976,0.182250,0.867830,0.956787,2.465053,0.166751,0.976972,0.917720,2.471999,0.163188,0.869890,2.429794,0.158779,0.724203,2.567976,0.182250,0.867830,2.465053,0.166751,0.976972,,,,,,,,,,,,,,,,-3.066667,1.285020,-4.938661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.972222,-0.004762,0.104830,-0.127766,-0.986237,2.483439,0.167886,0.859744,0.000000,2.471785,0.163291,0.869952,0.944974,2.428941,0.159113,0.724446,0.941407,2.567720,0.182521,0.867506,0.956787,2.465310,0.166620,0.977072,0.917720,2.471785,0.163291,0.869952,2.428941,0.159113,0.724446,2.567720,0.182521,0.867506,2.465310,0.166620,0.977072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1.975000,-0.000668,0.106927,-0.124569,-0.986432,2.483808,0.167946,0.859770,0.000000,2.472070,0.163506,0.869950,0.944936,2.429937,0.158634,0.724257,0.938961,2.568152,0.182025,0.867864,0.910366,2.465074,0.167619,0.977009,0.878186,2.472070,0.163506,0.869950,2.429937,0.158634,0.724257,2.568152,0.182025,0.867864,2.465074,0.167619,0.977009,,,,,,,,,,,,,,,,-3.066420,1.285057,-4.940005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1.977778,-0.000319,0.106919,-0.125564,-0.986307,2.483739,0.168009,0.859699,0.000000,2.472008,0.163555,0.869882,0.914649,2.429900,0.158471,0.724189,0.902130,2.568056,0.182257,0.867789,0.937393,2.464994,0.167752,0.976937,0.863436,2.472008,0.163555,0.869882,2.429900,0.158471,0.724189,2.568056,0.182257,0.867789,2.464994,0.167752,0.976937,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.261211,1.258309,-5.232997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1.980556,-0.005633,0.104199,-0.131012,-0.985874,2.483651,0.168288,0.859225,0.000000,2.472042,0.163606,0.869446,0.914649,2.429029,0.159269,0.723993,0.902130,2.567842,0.183479,0.866886,0.937393,2.465690,0.166798,0.976577,0.863436,2.472042,0.163606,0.869446,2.429029,0.159269,0.723994,2.567842,0.183479,0.866886,2.465690,0.166798,0.976577,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.260856,1.257968,-5.233189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1.983333,-0.003242,0.106117,-0.126634,-0.986252,2.483741,0.167807,0.859713,0.000000,2.472046,0.163267,0.869899,0.941858,2.429615,0.158844,0.724279,0.944954,2.568036,0.182245,0.867685,0.933213,2.465267,0.166873,0.976991,0.881211,2.472046,0.163267,0.869899,2.429615,0.158844,0.724279,2.568036,0.182245,0.867685,2.465267,0.166873,0.976991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1.986111,-0.001499,0.106598,-0.125593,-0.986337,2.483614,0.168017,0.859735,0.000000,2.471895,0.163537,0.869918,0.941858,2.429651,0.158767,0.724254,0.944954,2.567934,0.182273,0.867777,0.933213,2.464979,0.167491,0.976989,0.881211,2.471895,0.163537,0.869918,2.429651,0.158767,0.724254,2.567934,0.182273,0.867777,2.464979,0.167491,0.976989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1.988889,-0.003063,0.104228,-0.126620,-0.986456,2.483229,0.168296,0.859711,0.000000,2.471571,0.163766,0.869943,0.928356,2.428598,0.159227,0.724486,0.955586,2.567555,0.182731,0.867356,0.918869,2.465192,0.167461,0.977057,0.906708,2.471571,0.163766,0.869943,2.428598,0.159227,0.724486,2.567555,0.182731,0.867356,2.465192,0.167461,0.977057,,,,,,,,,,,,,,,,-3.064109,1.285782,-4.943815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1.991667,-0.003768,0.105989,-0.127636,-0.986135,2.483605,0.167856,0.859686,0.000000,2.471924,0.163283,0.869872,0.924193,2.429450,0.158886,0.724263,0.893802,2.567873,0.182466,0.867640,0.906200,2.465175,0.166790,0.976969,0.937940,2.471924,0.163283,0.869872,2.429450,0.158886,0.724263,2.567873,0.182466,0.867640,2.465175,0.166790,0.976969,,,,,,,,,,,,,,,,-3.064270,1.285518,-4.944593,,,,,,,,,,-3.261961,1.257988,-5.234322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1.994444,-0.003959,0.106685,-0.126092,-0.986257,2.483775,0.167889,0.859787,0.000000,2.472066,0.163342,0.869954,0.924193,2.429767,0.159202,0.724286,0.893802,2.568076,0.182235,0.867861,0.906200,2.465191,0.166775,0.977045,0.937940,2.472066,0.163342,0.869954,2.429767,0.159202,0.724286,2.568076,0.182235,0.867861,2.465191,0.166775,0.977045,,,,,,,,,,,,,,,,-3.064103,1.285663,-4.944981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1.997222,-0.000526,0.107018,-0.125216,-0.986341,2.483726,0.168044,0.859684,0.000000,2.471991,0.163593,0.869863,0.923612,2.429898,0.158610,0.724162,0.952855,2.568050,0.182233,0.867792,0.916076,2.464964,0.167739,0.976919,0.904059,2.471991,0.163593,0.869863,2.429898,0.158610,0.724162,2.568050,0.182233,0.867792,2.464964,0.167739,0.976919,,,,,,,,,,,,,,,,-3.063951,1.285762,-4.945459,,,,,,,,,,-3.262166,1.257724,-5.234801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2.000000,-0.001281,0.106195,-0.125258,-0.986424,2.483694,0.168082,0.859753,0.000000,2.471979,0.163615,0.869947,0.919505,2.429621,0.158809,0.724317,0.905991,2.568030,0.182281,0.867725,0.957241,2.465147,0.167624,0.977021,0.843461,2.471979,0.163615,0.869947,2.429621,0.158809,0.724317,2.568030,0.182281,0.867725,2.465147,0.167624,0.977021,,,,,,,,,,,,,,,,-3.063109,1.289934,-4.933980,,,,,,,,,,-3.262207,1.257747,-5.235048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,2.002778,-0.002109,0.106364,-0.122541,-0.986745,2.484000,0.167421,0.859786,0.000000,2.472261,0.162992,0.869970,0.919505,2.429887,0.158737,0.724327,0.905991,2.568409,0.181157,0.867793,0.957241,2.465444,0.166796,0.977052,0.843461,2.472261,0.162992,0.869970,2.429887,0.158737,0.724327,2.568409,0.181157,0.867793,2.465444,0.166796,0.977052,,,,,,,,,,,,,,,,-3.063203,1.286230,-4.946263,,,,,,,,,,-3.262448,1.257577,-5.235611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,2.005556,-0.000639,0.107167,-0.124693,-0.986391,2.483865,0.168039,0.859734,0.000000,2.472123,0.163596,0.869908,0.924110,2.430063,0.158711,0.724195,0.911273,2.568202,0.182139,0.867869,0.946715,2.465074,0.167710,0.976964,0.858304,2.472123,0.163596,0.869908,2.430063,0.158711,0.724195,2.568202,0.182139,0.867869,2.465074,0.167710,0.976964,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.262397,1.257510,-5.235810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2.008333,-0.002436,0.105878,-0.126174,-0.986339,2.483885,0.167928,0.859717,0.000000,2.472188,0.163416,0.869913,0.924110,2.429709,0.158814,0.724312,0.911273,2.568198,0.182285,0.867642,0.946715,2.465444,0.167196,0.977001,0.858304,2.472188,0.163416,0.869913,2.429709,0.158814,0.724312,2.568198,0.182285,0.867642,2.465444,0.167196,0.977001,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.262464,1.257590,-5.235995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,2.011111,-0.003057,0.106435,-0.126309,-0.986260,2.483851,0.167810,0.859733,0.000000,2.472146,0.163280,0.869912,0.938313,2.429809,0.158855,0.724264,0.945535,2.568151,0.182191,0.867758,0.927820,2.465298,0.166914,0.976998,0.893552,2.472146,0.163280,0.869912,2.429809,0.158855,0.724264,2.568151,0.182191,0.867758,2.465298,0.166914,0.976998,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.262490,1.257534,-5.236185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,2.013889,-0.000882,0.106766,-0.124849,-0.986414,2.483801,0.168036,0.859735,0.000000,2.472069,0.163585,0.869918,0.947260,2.429885,0.158735,0.724239,0.942208,2.568140,0.182163,0.867803,0.915282,2.465110,0.167659,0.976981,0.877501,2.472069,0.163585,0.869918,2.429885,0.158735,0.724239,2.568140,0.182163,0.867803,2.465110,0.167659,0.976981,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.261919,1.257125,-5.236354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,2.016667,-0.003259,0.106925,-0.126864,-0.986135,2.483806,0.167723,0.859740,0.000000,2.472097,0.163175,0.869906,0.947260,2.429903,0.158759,0.724217,0.942208,2.568082,0.182199,0.867851,0.915282,2.465143,0.166757,0.976988,0.877501,2.472097,0.163175,0.869906,2.429903,0.158759,0.724217,2.568082,0.182199,0.867851,2.465143,0.166757,0.976988,,,,,,,,,,,,,,,,-3.062052,1.288841,-4.949746,,,,,,,,,,-3.262769,1.257513,-5.236613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,2.019444,-0.002985,0.107202,-0.126851,-0.986107,2.483867,0.167715,0.859751,0.000000,2.472151,0.163173,0.869911,0.953307,2.430048,0.158693,0.724198,0.959460,2.568139,0.182189,0.867907,0.939830,2.465131,0.166806,0.976987,0.946698,2.472151,0.163173,0.869911,2.430048,0.158693,0.724198,2.568139,0.182189,0.867907,2.465131,0.166806,0.976987,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.261840,1.257326,-5.236700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,2.022222,-0.001443,0.107168,-0.123978,-0.986480,2.483886,0.168086,0.859804,0.000000,2.472141,0.163640,0.869973,0.953307,2.430043,0.159061,0.724261,0.959460,2.568242,0.182066,0.867945,0.939830,2.465120,0.167577,0.977037,0.946698,2.472141,0.163640,0.869973,2.430043,0.159061,0.724261,2.568242,0.182066,0.867945,2.465120,0.167577,0.977037,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.262281,1.257741,-5.236947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,2.025000,-0.005081,0.106141,-0.125824,-0.986345,2.483687,0.167967,0.859830,0.000000,2.471991,0.163403,0.870003,0.922150,2.429490,0.159586,0.724386,0.911944,2.568004,0.182271,0.867819,0.956147,2.465264,0.166610,0.977111,0.845576,2.471991,0.163403,0.870003,2.429490,0.159586,0.724386,2.568004,0.182271,0.867819,2.465264,0.166610,0.977111,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.262172,1.257812,-5.237145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,2.027778,-0.000883,0.106771,-0.124876,-0.986410,2.483744,0.168066,0.859759,0.000000,2.472012,0.163614,0.869942,0.923785,2.429831,0.158762,0.724263,0.914064,2.568082,0.182198,0.867828,0.959063,2.465052,0.167689,0.977005,0.847928,2.472012,0.163614,0.869942,2.429831,0.158762,0.724263,2.568082,0.182198,0.867828,2.465052,0.167689,0.977005,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.261580,1.257540,-5.237270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,2.030556,-0.001482,0.107316,-0.124377,-0.986413,2.483896,0.168050,0.859861,0.000000,2.472151,0.163594,0.870027,0.923785,2.430100,0.158985,0.724302,0.914064,2.568238,0.182098,0.868028,0.959063,2.465095,0.167522,0.977089,0.847928,2.472151,0.163594,0.870027,2.430100,0.158985,0.724302,2.568238,0.182098,0.868028,2.465095,0.167522,0.977089,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.261557,1.257609,-5.237398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,2.033333,-0.001027,0.106374,-0.125269,-0.986403,2.483741,0.168012,0.859787,0.000000,2.472021,0.163550,0.869979,0.925400,2.429724,0.158678,0.724333,0.914960,2.568074,0.182212,0.867788,0.971537,2.465144,0.167608,0.977048,0.867328,2.472021,0.163550,0.869979,2.429724,0.158678,0.724333,2.568074,0.182212,0.867788,2.465144,0.167608,0.977048,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.261289,1.257772,-5.237582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,2.036111,-0.003714,0.107389,-0.126041,-0.986188,2.483845,0.167826,0.859764,0.000000,2.472120,0.163284,0.869916,0.953706,2.430034,0.159107,0.724188,0.959006,2.568135,0.182163,0.867958,0.939830,2.465088,0.166750,0.976996,0.947021,2.472120,0.163284,0.869916,2.430034,0.159107,0.724188,2.568135,0.182163,0.867958,2.465088,0.166750,0.976996,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.261204,1.257864,-5.237683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,2.038889,-0.000937,0.106192,-0.126405,-0.986278,2.483619,0.168069,0.859670,0.000000,2.471912,0.163585,0.869868,0.953706,2.429582,0.158550,0.724238,0.959006,2.567922,0.182462,0.867639,0.939830,2.465059,0.167677,0.976937,0.947021,2.471912,0.163585,0.869868,2.429582,0.158550,0.724238,2.567922,0.182462,0.867639,2.465059,0.167677,0.976937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,2.041667,-0.001564,0.106021,-0.124488,-0.986539,2.483692,0.168190,0.859702,0.000000,2.471975,0.163733,0.869898,0.917536,2.429546,0.159089,0.724284,0.849397,2.568053,0.182257,0.867646,0.882706,2.465196,0.167679,0.976978,0.854229,2.471975,0.163733,0.869898,2.429546,0.159089,0.724284,2.568053,0.182257,0.867646,2.465196,0.167679,0.976978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,2.044444,-0.004885,0.102870,-0.128843,-0.986303,2.483630,0.168188,0.858882,0.000000,2.472027,0.163572,0.869138,0.917536,2.428624,0.159231,0.723801,0.849397,2.567909,0.183007,0.866307,0.882706,2.465962,0.166939,0.976280,0.854229,2.472027,0.163572,0.869138,2.428624,0.159231,0.723801,2.567909,0.183007,0.866307,2.465962,0.166939,0.976280,,,,,,,,,,,,,,,,-3.060533,1.294647,-4.951715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,2.047222,-0.003109,0.106646,-0.126635,-0.986195,2.483796,0.167842,0.859702,0.000000,2.472090,0.163303,0.869876,0.917536,2.429817,0.158863,0.724209,0.849397,2.568083,0.182280,0.867764,0.882706,2.465195,0.166923,0.976959,0.854229,2.472090,0.163303,0.869876,2.429817,0.158863,0.724209,2.568083,0.182280,0.867764,2.465195,0.166923,0.976959,,,,,,,,,,,,,,,,-3.060434,1.294825,-4.951825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,2.050000,-0.003264,0.106160,-0.127184,-0.986176,2.483657,0.167791,0.859687,0.000000,2.471966,0.163239,0.869872,0.917536,2.429554,0.158760,0.724247,0.849397,2.567935,0.182323,0.867666,0.882706,2.465173,0.166844,0.976963,0.854229,2.471966,0.163239,0.869872,2.429554,0.158760,0.724247,2.567935,0.182323,0.867666,2.465173,0.166844,0.976963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2.052778,-0.003266,0.105674,-0.128464,-0.986063,2.483616,0.167695,0.859822,0.000000,2.471946,0.163116,0.870019,0.917536,2.429411,0.158472,0.724436,0.849397,2.567865,0.182445,0.867717,0.882706,2.465243,0.166746,0.977115,0.854229,2.471946,0.163116,0.870019,2.429411,0.158472,0.724436,2.567865,0.182445,0.867717,2.465243,0.166746,0.977115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,2.055556,-0.000627,0.106866,-0.124366,-0.986465,2.483813,0.168058,0.859741,0.000000,2.472074,0.163623,0.869923,0.921878,2.429922,0.158762,0.724235,0.910995,2.568164,0.182103,0.867825,0.946144,2.465092,0.167745,0.976983,0.858892,2.472074,0.163623,0.869923,2.429922,0.158762,0.724235,2.568164,0.182103,0.867825,2.465092,0.167745,0.976983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,2.058333,0.000576,0.106637,-0.120538,-0.986965,2.484018,0.167643,0.859746,0.000000,2.472247,0.163318,0.869938,0.923779,2.430018,0.158556,0.724269,0.953823,2.568480,0.181031,0.867785,0.915114,2.465327,0.167668,0.976993,0.905834,2.472247,0.163318,0.869938,2.430018,0.158556,0.724269,2.568480,0.181031,0.867785,2.465327,0.167668,0.976993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,2.061111,-0.000882,0.106264,-0.125559,-0.986378,2.483813,0.168003,0.859719,0.000000,2.472097,0.163539,0.869915,0.923779,2.429778,0.158589,0.724279,0.953823,2.568139,0.182252,0.867700,0.915114,2.465237,0.167633,0.976984,0.905834,2.472097,0.163539,0.869915,2.429778,0.158589,0.724279,2.568139,0.182252,0.867700,2.465237,0.167633,0.976984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,2.063889,-0.003353,0.106109,-0.127447,-0.986148,2.483686,0.167749,0.859724,0.000000,2.471999,0.163189,0.869909,0.923779,2.429572,0.158703,0.724289,0.953823,2.567957,0.182326,0.867695,0.915114,2.465216,0.166779,0.977001,0.905834,2.471999,0.163189,0.869909,2.429572,0.158703,0.724289,2.567957,0.182326,0.867695,2.465216,0.166779,0.977001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,2.066667,-0.004455,0.106991,-0.126298,-0.986196,2.483821,0.167812,0.859781,0.000000,2.472110,0.163249,0.869937,0.923779,2.429884,0.159234,0.724245,0.953823,2.568110,0.182194,0.867912,0.915114,2.465180,0.166570,0.977029,0.905834,2.472110,0.163249,0.869937,2.429885,0.159234,0.724245,2.568110,0.182194,0.867912,2.465180,0.166570,0.977029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,2.069444,-0.002881,0.105673,-0.125035,-0.986505,2.483418,0.168308,0.859723,0.000000,2.471717,0.163811,0.869921,0.929809,2.429148,0.159458,0.724339,0.896245,2.567767,0.182472,0.867617,0.894630,2.465041,0.167492,0.977017,0.863850,2.471717,0.163811,0.869921,2.429148,0.159458,0.724339,2.567767,0.182472,0.867617,2.465041,0.167492,0.977017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,2.072222,-0.000773,0.106270,-0.125664,-0.986364,2.483659,0.168029,0.859718,0.000000,2.471944,0.163565,0.869914,0.914149,2.429632,0.158573,0.724278,0.848737,2.567983,0.182296,0.867700,0.877075,2.465079,0.167683,0.976982,0.846134,2.471944,0.163565,0.869914,2.429632,0.158573,0.724278,2.567983,0.182296,0.867700,2.465079,0.167683,0.976982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,2.075000,-0.003358,0.106459,-0.127310,-0.986128,2.483741,0.167735,0.859711,0.000000,2.472045,0.163176,0.869888,0.914149,2.429719,0.158720,0.724238,0.848737,2.568011,0.182288,0.867742,0.877075,2.465189,0.166754,0.976975,0.846134,2.472045,0.163176,0.869888,2.429719,0.158720,0.724238,2.568011,0.182288,0.867742,2.465189,0.166754,0.976975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2.077778,-0.000801,0.106038,-0.125492,-0.986411,2.483702,0.168001,0.859716,0.000000,2.471991,0.163540,0.869918,0.936485,2.429607,0.158568,0.724301,0.915258,2.568035,0.182238,0.867658,0.946499,2.465177,0.167657,0.976989,0.913956,2.471991,0.163540,0.869918,2.429607,0.158568,0.724301,2.568035,0.182238,0.867658,2.465177,0.167657,0.976989,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.258678,1.259715,-5.242062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2.080556,-0.003466,0.105687,-0.128395,-0.986070,2.483629,0.167709,0.859774,0.000000,2.471959,0.163128,0.869969,0.912411,2.429420,0.158547,0.724385,0.893158,2.567879,0.182448,0.867673,0.963078,2.465259,0.166714,0.977067,0.836631,2.471959,0.163128,0.869969,2.429420,0.158547,0.724385,2.567879,0.182448,0.867673,2.465259,0.166714,0.977067,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.258159,1.259879,-5.242121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2.083333,-0.004778,0.105101,-0.127594,-0.986231,2.483490,0.167928,0.859772,0.000000,2.471830,0.163335,0.869974,0.912411,2.429061,0.159191,0.724444,0.893158,2.567772,0.182533,0.867581,0.963078,2.465298,0.166651,0.977090,0.836631,2.471830,0.163335,0.869974,2.429061,0.159191,0.724444,2.567772,0.182533,0.867581,2.465298,0.166651,0.977090,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.258008,1.260005,-5.242260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,2.086111,-0.001647,0.107145,-0.124454,-0.986422,2.483774,0.168179,0.859782,0.000000,2.472034,0.163718,0.869951,0.912296,2.429929,0.159141,0.724240,0.891187,2.568117,0.182241,0.867920,0.961302,2.465018,0.167616,0.977017,0.837562,2.472034,0.163718,0.869951,2.429929,0.159141,0.724240,2.568117,0.182241,0.867920,2.465018,0.167616,0.977017,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.257852,1.259950,-5.242825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,2.088889,-0.000912,0.106655,-0.124937,-0.986415,2.483623,0.168117,0.859708,0.000000,2.471894,0.163664,0.869893,0.912296,2.429678,0.158809,0.724224,0.891187,2.567961,0.182260,0.867756,0.961302,2.464958,0.167736,0.976958,0.837562,2.471894,0.163664,0.869893,2.429678,0.158809,0.724224,2.567961,0.182260,0.867756,2.464958,0.167736,0.976958,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.257658,1.259995,-5.242949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,2.091667,-0.003127,0.103972,-0.123435,-0.986886,2.483618,0.167766,0.859632,0.000000,2.471939,0.163302,0.869869,0.926432,2.428845,0.159143,0.724435,0.955790,2.568039,0.181658,0.867235,0.916606,2.465650,0.166961,0.976989,0.905811,2.471939,0.163302,0.869869,2.428845,0.159143,0.724435,2.568039,0.181658,0.867235,2.465650,0.166961,0.976989,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.257625,1.260084,-5.243090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,2.094444,-0.004617,0.105126,-0.128037,-0.986171,2.483485,0.167963,0.859716,0.000000,2.471827,0.163365,0.869918,0.946753,2.429078,0.159126,0.724385,0.957540,2.567753,0.182644,0.867527,0.916311,2.465281,0.166719,0.977033,0.885987,2.471827,0.163365,0.869918,2.429078,0.159126,0.724385,2.567753,0.182644,0.867527,2.465281,0.166719,0.977033,,,,,,,,,,,,,,,,-3.058055,1.301826,-4.955739,,,,,,,,,,-3.257347,1.260137,-5.243302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,2.097222,-0.002554,0.105431,-0.125791,-0.986435,2.483449,0.168182,0.859696,0.000000,2.471758,0.163677,0.869902,0.946753,2.429140,0.159136,0.724339,0.957540,2.567780,0.182474,0.867545,0.916311,2.465117,0.167440,0.976997,0.885987,2.471758,0.163677,0.869902,2.429140,0.159136,0.724339,2.567780,0.182474,0.867545,2.465117,0.167440,0.976997,,,,,,,,,,,,,,,,-3.058260,1.302648,-4.956008,,,,,,,,,,-3.257187,1.260255,-5.243454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2.100000,-0.004580,0.105969,-0.126474,-0.986283,2.483691,0.167935,0.859779,0.000000,2.472002,0.163368,0.869960,0.958632,2.429477,0.159331,0.724356,0.962926,2.567991,0.182348,0.867735,0.947663,2.465292,0.166692,0.977065,0.931607,2.472002,0.163368,0.869960,2.429477,0.159331,0.724356,2.567991,0.182348,0.867735,2.465292,0.166692,0.977065,,,,,,,,,,,,,,,,-3.058185,1.302893,-4.956212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
